,state,Actions Rewards
13,"(([(8.0, 12.0), (13.0, 18.0)], 1, [(8.0, 12.0), (13.0, 18.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-1.55636203 -1.05329197 -1.64070428]
14,"(([(6.0, 11.0), (12.0, 17.0)], 1, [(6.0, 11.0), (12.0, 17.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[0. 0. 0.]
15,"(([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1), ([(7.0, 12.0), (12.0, 18.0)], 1, [(7.0, 12.0), (12.0, 18.0)], 1))",[-1.45666058 -1.3947532  -1.32164221]
16,"(([(7.0, 12.0), (12.0, 18.0)], 1, [(7.0, 12.0), (12.0, 18.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-0.99079045 -0.98573083 -0.98570205]
17,"(([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1), ([(8.0, 12.0), (13.0, 19.0)], 1, [(8.0, 12.0), (13.0, 19.0)], 1))",[-1.57773165 -1.79964183 -1.78472266]
18,"(([(8.0, 12.0), (13.0, 19.0)], 1, [(8.0, 12.0), (13.0, 19.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-1.62623793 -1.21884788 -1.69320007]
19,"(([(10.0, 13.0), (17.0, 22.0)], 0, [(10.0, 13.0), (17.0, 22.0)], 1), ([(9.0, 12.0), (20.0, 24)], 2, [(9.0, 12.0), (20.0, 24)], 1))",[-0.34740039  0.          0.        ]
20,"(([(9.0, 11.0), (22.0, 24)], 3, [(9.0, 11.0), (22.0, 24)], 1), ([(10.0, 13.0), (17.0, 22.0)], 0, [(10.0, 13.0), (17.0, 22.0)], 1))",[0. 0. 0.]
21,"(([(9.0, 12.0), (20.0, 24)], 2, [(9.0, 12.0), (20.0, 24)], 1), ([(10.0, 13.0), (17.0, 22.0)], 0, [(10.0, 13.0), (17.0, 22.0)], 1))",[-0.14659285  0.          0.        ]
22,"(([(10.0, 13.0), (17.0, 22.0)], 0, [(10.0, 13.0), (17.0, 22.0)], 1), ([(9.0, 12.0), (19.0, 24)], 1, [(9.0, 12.0), (19.0, 24)], 1))",[0. 0. 0.]
23,"(([(9.0, 12.0), (20.0, 24)], 2, [(9.0, 12.0), (20.0, 24)], 1), ([(10.0, 14.0), (17.0, 23.0)], 0, [(10.0, 14.0), (17.0, 23.0)], 1))",[0. 0. 0.]
24,"(([(10.0, 14.0), (17.0, 23.0)], 0, [(10.0, 14.0), (17.0, 23.0)], 1), ([(9.0, 12.0), (19.0, 24)], 1, [(9.0, 12.0), (19.0, 24)], 1))",[-0.32239647  0.          0.        ]
25,"(([(9.0, 12.0), (19.0, 24)], 1, [(9.0, 12.0), (19.0, 24)], 1), ([(10.0, 14.0), (17.0, 23.0)], 0, [(10.0, 14.0), (17.0, 23.0)], 1))",[-0.23577648  0.          0.        ]
26,"(([(10.0, 14.0), (17.0, 23.0)], 0, [(10.0, 14.0), (17.0, 23.0)], 1), ([(9.0, 12.0), (19.0, 24)], 0, [(9.0, 12.0), (19.0, 24)], 1))",[-1.22301212 -1.24353985 -1.23580807]
27,"(([(2.0, 7.0), (10.0, 13.0)], 0, [(2.0, 7.0), (10.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[0. 0. 0.]
28,"(([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1), ([(1.0, 7.0), (10.0, 13.0)], 0, [(1.0, 7.0), (10.0, 13.0)], 1))",[-1.36471554 -1.40494472 -1.34280348]
29,"(([(1.0, 7.0), (10.0, 13.0)], 0, [(1.0, 7.0), (10.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[-1.19715985 -1.17583304 -1.21864424]
30,"(([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1), ([(1.0, 6.0), (10.0, 13.0)], 1, [(1.0, 6.0), (10.0, 13.0)], 1))",[-1.37566131 -1.36590899 -1.47504519]
31,"(([(1.0, 6.0), (10.0, 13.0)], 1, [(1.0, 6.0), (10.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[-1.51492032 -0.99129648 -1.46013241]
32,"(([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1), ([(8.0, 12.0), (13.0, 19.0)], 0, [(8.0, 12.0), (13.0, 19.0)], 1))",[-1.48881667 -1.91499804 -1.64492722]
33,"(([(8.0, 12.0), (13.0, 19.0)], 0, [(8.0, 12.0), (13.0, 19.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-1.9450593  -1.37435544 -1.27751134]
34,"(([(10.0, 13.0), (16.0, 21.0)], 0, [(10.0, 13.0), (16.0, 21.0)], 1), ([(9.0, 11.0), (21.0, 24)], 0, [(9.0, 11.0), (21.0, 24)], 1))",[0. 0. 0.]
35,"(([(9.0, 11.0), (21.0, 24)], 0, [(9.0, 11.0), (21.0, 24)], 1), ([(10.0, 13.0), (16.0, 22.0)], 0, [(10.0, 13.0), (16.0, 22.0)], 1))",[-0.34764058 -0.34163894  0.        ]
36,"(([(10.0, 13.0), (16.0, 22.0)], 0, [(10.0, 13.0), (16.0, 22.0)], 1), ([(9.0, 11.0), (21.0, 24)], 0, [(9.0, 11.0), (21.0, 24)], 1))",[-0.32477044 -0.34162835  0.        ]
37,"(([(10.0, 13.0), (16.0, 22.0)], 0, [(10.0, 13.0), (16.0, 22.0)], 1), ([(9.0, 11.0), (20.0, 24)], 0, [(9.0, 11.0), (20.0, 24)], 1))",[-1.12151097 -1.19946158 -1.23725317]
38,"(([(9.0, 11.0), (21.0, 24)], 0, [(9.0, 11.0), (21.0, 24)], 1), ([(10.0, 13.0), (17.0, 22.0)], 1, [(10.0, 13.0), (17.0, 22.0)], 1))",[-1.21022934 -1.31697147 -0.62599972]
39,"(([(10.0, 13.0), (17.0, 22.0)], 1, [(10.0, 13.0), (17.0, 22.0)], 1), ([(9.0, 11.0), (20.0, 24)], 0, [(9.0, 11.0), (20.0, 24)], 1))",[-1.40217877 -0.78684936 -1.23339624]
40,"(([(9.0, 11.0), (20.0, 24)], 0, [(9.0, 11.0), (20.0, 24)], 1), ([(10.0, 13.0), (17.0, 22.0)], 1, [(10.0, 13.0), (17.0, 22.0)], 1))",[-1.50182585 -0.80184655 -1.3087734 ]
41,"(([(5.0, 11.0), (7.0, 11.0)], 2, [(5.0, 11.0), (7.0, 11.0)], 1), ([(9.0, 11.0), (11.0, 16.0)], 0, [(9.0, 11.0), (11.0, 16.0)], 1))",[0. 0. 0.]
42,"(([(9.0, 11.0), (12.0, 17.0)], 1, [(9.0, 11.0), (12.0, 17.0)], 1), ([(5.0, 10.0), (8.0, 12.0)], 1, [(5.0, 10.0), (8.0, 12.0)], 1))",[0. 0. 0.]
43,"(([(5.0, 10.0), (8.0, 12.0)], 1, [(5.0, 10.0), (8.0, 12.0)], 1), ([(9.0, 11.0), (11.0, 16.0)], 0, [(9.0, 11.0), (11.0, 16.0)], 1))",[-1.50759964 -0.99577306 -1.54036532]
44,"(([(9.0, 11.0), (11.0, 16.0)], 0, [(9.0, 11.0), (11.0, 16.0)], 1), ([(5.0, 10.0), (8.0, 12.0)], 1, [(5.0, 10.0), (8.0, 12.0)], 1))",[-1.67786395 -1.43012467 -1.40606364]
45,"(([(0, 3.0), (9.0, 11.0)], 0, [(0, 3.0), (9.0, 11.0)], 1), ([(2.0, 8.0), (9.0, 13.0)], 0, [(2.0, 8.0), (9.0, 13.0)], 1))",[-1.05449819 -1.05514582 -1.05039275]
46,"(([(3.0, 8.0), (9.0, 13.0)], 0, [(3.0, 8.0), (9.0, 13.0)], 1), ([(0, 3.0), (9.0, 11.0)], 0, [(0, 3.0), (9.0, 11.0)], 1))",[0. 0. 0.]
47,"(([(2.0, 8.0), (9.0, 13.0)], 0, [(2.0, 8.0), (9.0, 13.0)], 1), ([(0, 3.0), (9.0, 11.0)], 0, [(0, 3.0), (9.0, 11.0)], 1))",[-1.19340876 -1.23281719 -1.21942462]
48,"(([(0, 3.0), (9.0, 11.0)], 0, [(0, 3.0), (9.0, 11.0)], 1), ([(2.0, 7.0), (9.0, 13.0)], 1, [(2.0, 7.0), (9.0, 13.0)], 1))",[-1.11599995 -1.16868322 -1.0831386 ]
49,"(([(2.0, 7.0), (9.0, 13.0)], 1, [(2.0, 7.0), (9.0, 13.0)], 1), ([(0, 3.0), (9.0, 11.0)], 0, [(0, 3.0), (9.0, 11.0)], 1))",[-0.82771783 -0.84433821 -0.79724272]
50,"(([(0, 3.0), (9.0, 11.0)], 0, [(0, 3.0), (9.0, 11.0)], 1), ([(1.0, 7.0), (10.0, 13.0)], 1, [(1.0, 7.0), (10.0, 13.0)], 1))",[-1.31003431 -1.24549224 -1.31547235]
51,"(([(2.0, 7.0), (9.0, 13.0)], 1, [(2.0, 7.0), (9.0, 13.0)], 1), ([(0, 4.0), (9.0, 11.0)], 0, [(0, 4.0), (9.0, 11.0)], 1))",[-1.01607842 -1.0225731  -0.98913742]
52,"(([(0, 4.0), (9.0, 11.0)], 0, [(0, 4.0), (9.0, 11.0)], 1), ([(1.0, 7.0), (10.0, 13.0)], 1, [(1.0, 7.0), (10.0, 13.0)], 1))",[-1.52924035 -1.33961579 -1.5039985 ]
53,"(([(1.0, 7.0), (10.0, 13.0)], 1, [(1.0, 7.0), (10.0, 13.0)], 1), ([(0, 4.0), (9.0, 11.0)], 0, [(0, 4.0), (9.0, 11.0)], 1))",[-1.36026784 -0.79779105 -0.47872397]
54,"(([(0, 4.0), (9.0, 11.0)], 0, [(0, 4.0), (9.0, 11.0)], 1), ([(0, 6.0), (10.0, 14.0)], 1, [(0, 6.0), (10.0, 14.0)], 1))",[-1.64040257 -1.69336199 -1.63226506]
55,"(([(1.0, 7.0), (10.0, 13.0)], 1, [(1.0, 7.0), (10.0, 13.0)], 1), ([(0, 4.0), (9.0, 11.0)], 1, [(0, 4.0), (9.0, 11.0)], 1))",[-1.35762922 -0.76142547 -0.5905837 ]
56,"(([(0, 4.0), (9.0, 11.0)], 1, [(0, 4.0), (9.0, 11.0)], 1), ([(0, 6.0), (10.0, 14.0)], 1, [(0, 6.0), (10.0, 14.0)], 1))",[-1.51595182 -1.54306138 -1.6275069 ]
57,"(([(0, 6.0), (10.0, 14.0)], 1, [(0, 6.0), (10.0, 14.0)], 1), ([(0, 4.0), (9.0, 11.0)], 1, [(0, 4.0), (9.0, 11.0)], 1))",[-0.70406035 -1.22963262 -0.71579118]
58,"(([(0, 6.0), (10.0, 14.0)], 1, [(0, 6.0), (10.0, 14.0)], 1), ([(0, 5.0), (9.0, 11.0)], 1, [(0, 5.0), (9.0, 11.0)], 1))",[-0.62725758 -1.1703583  -0.7317323 ]
59,"(([(18.0, 24), (11.0, 14.0)], 1, [(18.0, 24), (11.0, 14.0)], 1), ([(16.0, 21.0), (9.0, 11.0)], 0, [(16.0, 21.0), (9.0, 11.0)], 1))",[0. 0. 0.]
60,"(([(16.0, 21.0), (9.0, 11.0)], 0, [(16.0, 21.0), (9.0, 11.0)], 1), ([(18.0, 23.0), (10.0, 14.0)], 0, [(18.0, 23.0), (10.0, 14.0)], 1))",[-1.25594913 -1.25628124 -1.24613544]
61,"(([(18.0, 23.0), (10.0, 14.0)], 0, [(18.0, 23.0), (10.0, 14.0)], 1), ([(16.0, 21.0), (9.0, 11.0)], 0, [(16.0, 21.0), (9.0, 11.0)], 1))",[-1.36402792 -1.37998006 -1.44361929]
62,"(([(18.0, 23.0), (10.0, 14.0)], 0, [(18.0, 23.0), (10.0, 14.0)], 1), ([(17.0, 22.0), (9.0, 11.0)], 1, [(17.0, 22.0), (9.0, 11.0)], 1))",[-1.89470087 -1.85444018 -1.49197324]
63,"(([(17.0, 22.0), (9.0, 11.0)], 1, [(17.0, 22.0), (9.0, 11.0)], 1), ([(18.0, 23.0), (10.0, 14.0)], 0, [(18.0, 23.0), (10.0, 14.0)], 1))",[-0.95171884 -0.95689321 -0.95738633]
64,"(([(18.0, 23.0), (10.0, 14.0)], 0, [(18.0, 23.0), (10.0, 14.0)], 1), ([(18.0, 23.0), (9.0, 11.0)], 1, [(18.0, 23.0), (9.0, 11.0)], 1))",[-1.88970968 -1.83379908 -1.82641024]
65,"(([(18.0, 23.0), (9.0, 11.0)], 1, [(18.0, 23.0), (9.0, 11.0)], 1), ([(18.0, 23.0), (10.0, 14.0)], 0, [(18.0, 23.0), (10.0, 14.0)], 1))",[-0.53944783 -0.54474714 -0.44880898]
66,"(([(18.0, 23.0), (9.0, 11.0)], 1, [(18.0, 23.0), (9.0, 11.0)], 1), ([(17.0, 23.0), (10.0, 14.0)], 1, [(17.0, 23.0), (10.0, 14.0)], 1))",[-0.40386286 -0.52476965 -0.41874716]
67,"(([(2.0, 8.0), (9.0, 13.0)], 1, [(2.0, 8.0), (9.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[0. 0. 0.]
68,"(([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1), ([(0, 6.0), (10.0, 13.0)], 0, [(0, 6.0), (10.0, 13.0)], 1))",[-1.54291022 -1.49576235 -1.50693128]
69,"(([(0, 6.0), (10.0, 13.0)], 0, [(0, 6.0), (10.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[-1.33821155 -1.35044732 -1.30889069]
70,"(([(3.0, 8.0), (9.0, 13.0)], 2, [(3.0, 8.0), (9.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[0. 0. 0.]
71,"(([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1), ([(1.0, 6.0), (10.0, 13.0)], 2, [(1.0, 6.0), (10.0, 13.0)], 1))",[-1.20309709 -0.91425459 -0.93644773]
72,"(([(1.0, 6.0), (10.0, 13.0)], 2, [(1.0, 6.0), (10.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[-0.17807524 -0.74107095 -0.23973365]
73,"(([(5.0, 10.0), (8.0, 12.0)], 0, [(5.0, 10.0), (8.0, 12.0)], 1), ([(9.0, 11.0), (11.0, 16.0)], 1, [(9.0, 11.0), (11.0, 16.0)], 1))",[-1.19862036 -1.03286441 -0.68015773]
74,"(([(9.0, 11.0), (12.0, 17.0)], 2, [(9.0, 11.0), (12.0, 17.0)], 1), ([(5.0, 10.0), (8.0, 12.0)], 0, [(5.0, 10.0), (8.0, 12.0)], 1))",[0. 0. 0.]
75,"(([(9.0, 11.0), (11.0, 16.0)], 1, [(9.0, 11.0), (11.0, 16.0)], 1), ([(5.0, 10.0), (8.0, 12.0)], 0, [(5.0, 10.0), (8.0, 12.0)], 1))",[-0.26752214 -0.34889369 -1.12860545]
76,"(([(5.0, 10.0), (8.0, 12.0)], 0, [(5.0, 10.0), (8.0, 12.0)], 1), ([(9.0, 11.0), (11.0, 16.0)], 0, [(9.0, 11.0), (11.0, 16.0)], 1))",[-1.67703346 -1.7871581  -1.72242556]
77,"(([(9.0, 11.0), (11.0, 16.0)], 1, [(9.0, 11.0), (11.0, 16.0)], 1), ([(4.0, 10.0), (8.0, 12.0)], 0, [(4.0, 10.0), (8.0, 12.0)], 1))",[0. 0. 0.]
78,"(([(4.0, 10.0), (8.0, 12.0)], 0, [(4.0, 10.0), (8.0, 12.0)], 1), ([(9.0, 11.0), (11.0, 16.0)], 0, [(9.0, 11.0), (11.0, 16.0)], 1))",[-1.91454522 -1.8340686  -1.30890052]
79,"(([(9.0, 11.0), (11.0, 16.0)], 0, [(9.0, 11.0), (11.0, 16.0)], 1), ([(4.0, 10.0), (8.0, 12.0)], 0, [(4.0, 10.0), (8.0, 12.0)], 1))",[-1.72738541 -1.758113   -1.69574677]
80,"(([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1), ([(7.0, 12.0), (13.0, 18.0)], 1, [(7.0, 12.0), (13.0, 18.0)], 1))",[-1.60784284 -1.50529709 -1.41534913]
81,"(([(7.0, 12.0), (13.0, 18.0)], 1, [(7.0, 12.0), (13.0, 18.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-1.16653259 -1.03540477 -1.08255413]
82,"(([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1), ([(0, 6.0), (10.0, 13.0)], 1, [(0, 6.0), (10.0, 13.0)], 1))",[-1.77527673 -1.69990285 -1.8193624 ]
83,"(([(0, 6.0), (10.0, 13.0)], 1, [(0, 6.0), (10.0, 13.0)], 1), ([(0, 2.0), (9.0, 11.0)], 0, [(0, 2.0), (9.0, 11.0)], 1))",[-0.99877302 -0.97843208 -0.97651458]
84,"(([(0, 6.0), (10.0, 13.0)], 1, [(0, 6.0), (10.0, 13.0)], 1), ([(0, 1.0), (9.0, 11.0)], 0, [(0, 1.0), (9.0, 11.0)], 1))",[-0.45822641 -0.26205534 -0.4438794 ]
85,"(([(0, 0.0), (9.0, 11.0)], 0, [(0, 0.0), (9.0, 11.0)], 1), ([(0, 6.0), (10.0, 13.0)], 0, [(0, 6.0), (10.0, 13.0)], 1))",[0. 0. 0.]
86,"(([(0, 6.0), (10.0, 13.0)], 0, [(0, 6.0), (10.0, 13.0)], 1), ([(0, 1.0), (9.0, 11.0)], 0, [(0, 1.0), (9.0, 11.0)], 1))",[-1.27029014 -1.20667856 -1.19926371]
87,"(([(0, 1.0), (9.0, 11.0)], 0, [(0, 1.0), (9.0, 11.0)], 1), ([(0, 6.0), (10.0, 13.0)], 0, [(0, 6.0), (10.0, 13.0)], 1))",[-1.25301646 -0.96148535 -1.19719717]
88,"(([(18.0, 23.0), (9.0, 11.0)], 0, [(18.0, 23.0), (9.0, 11.0)], 1), ([(18.0, 23.0), (10.0, 14.0)], 1, [(18.0, 23.0), (10.0, 14.0)], 1))",[-0.71702868 -0.67214124 -0.76886836]
89,"(([(7.0, 11.0), (12.0, 18.0)], 1, [(7.0, 11.0), (12.0, 18.0)], 1), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[0. 0. 0.]
90,"(([(11.0, 17.0), (12.0, 14.0)], 1, [(11.0, 17.0), (12.0, 14.0)], 1), ([(8.0, 12.0), (13.0, 18.0)], 1, [(8.0, 12.0), (13.0, 18.0)], 1))",[-1.12698705 -0.25050871 -1.09805934]
91,"(([(10.0, 13.0), (17.0, 22.0)], 1, [(10.0, 13.0), (17.0, 22.0)], 1), ([(9.0, 11.0), (21.0, 24)], 1, [(9.0, 11.0), (21.0, 24)], 1))",[-1.32321093 -1.22665759 -1.47580569]
92,"(([(7.0, 11.0), (12.0, 17.0)], 0, [(7.0, 11.0), (12.0, 17.0)], 2), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[0. 0. 0.]
93,"(([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1), ([(7.0, 12.0), (13.0, 18.0)], 1, [(7.0, 12.0), (13.0, 18.0)], 2))",[-1.49449574 -1.30289916 -1.37677977]
94,"(([(7.0, 12.0), (13.0, 18.0)], 1, [(7.0, 12.0), (13.0, 18.0)], 2), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-1.09701018 -0.96608077 -1.26330363]
95,"(([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1), ([(8.0, 12.0), (13.0, 19.0)], 1, [(8.0, 12.0), (13.0, 19.0)], 2))",[-1.7007013  -1.68951659 -1.75892868]
96,"(([(8.0, 12.0), (13.0, 19.0)], 1, [(8.0, 12.0), (13.0, 19.0)], 2), ([(11.0, 16.0), (12.0, 14.0)], 0, [(11.0, 16.0), (12.0, 14.0)], 1))",[-1.67666844 -1.08948526 -1.55786599]
97,"(([(0, 3.0), (9.0, 12.0)], 1, [(0, 3.0), (9.0, 12.0)], 1), ([(1.0, 3.0), (7.0, 12.0)], 0, [(1.0, 3.0), (7.0, 12.0)], 1))",[0. 0. 0.]
98,"(([(9.0, 11.0), (7.0, 12.0)], 0, [(9.0, 11.0), (7.0, 12.0)], 1), ([(0, 3.0), (9.0, 12.0)], 0, [(0, 3.0), (9.0, 12.0)], 1))",[0. 0. 0.]
99,"(([(0, 3.0), (9.0, 12.0)], 0, [(0, 3.0), (9.0, 12.0)], 1), ([(1.0, 3.0), (7.0, 12.0)], 0, [(1.0, 3.0), (7.0, 12.0)], 1))",[-0.32185012  0.          0.        ]
100,"(([(1.0, 3.0), (7.0, 12.0)], 0, [(1.0, 3.0), (7.0, 12.0)], 1), ([(0, 3.0), (9.0, 12.0)], 0, [(0, 3.0), (9.0, 12.0)], 1))",[0.29000469 0.         0.        ]
101,"(([(1.0, 3.0), (7.0, 12.0)], 0, [(1.0, 3.0), (7.0, 12.0)], 1), ([(0, 4.0), (9.0, 12.0)], 1, [(0, 4.0), (9.0, 12.0)], 1))",[-0.32255066  0.          0.        ]
102,"(([(0, 4.0), (9.0, 12.0)], 1, [(0, 4.0), (9.0, 12.0)], 1), ([(1.0, 3.0), (7.0, 12.0)], 0, [(1.0, 3.0), (7.0, 12.0)], 1))",[-0.29768521  0.          0.        ]
103,"(([(0, 4.0), (9.0, 12.0)], 1, [(0, 4.0), (9.0, 12.0)], 1), ([(1.0, 3.0), (6.0, 11.0)], 1, [(1.0, 3.0), (6.0, 11.0)], 1))",[-0.25563821 -0.27184229  0.        ]
104,"(([(1.0, 3.0), (6.0, 11.0)], 1, [(1.0, 3.0), (6.0, 11.0)], 1), ([(0, 4.0), (9.0, 12.0)], 1, [(0, 4.0), (9.0, 12.0)], 1))",[-0.29755066 -0.30218552  0.        ]
105,"(([(0, 4.0), (9.0, 12.0)], 1, [(0, 4.0), (9.0, 12.0)], 1), ([(1.0, 3.0), (5.0, 10.0)], 1, [(1.0, 3.0), (5.0, 10.0)], 1))",[0. 0. 0.]
106,"(([(1.0, 3.0), (6.0, 11.0)], 1, [(1.0, 3.0), (6.0, 11.0)], 1), ([(0, 5.0), (9.0, 12.0)], 0, [(0, 5.0), (9.0, 12.0)], 1))",[0. 0. 0.]
107,"(([(0, 5.0), (9.0, 12.0)], 0, [(0, 5.0), (9.0, 12.0)], 1), ([(1.0, 3.0), (5.0, 10.0)], 1, [(1.0, 3.0), (5.0, 10.0)], 1))",[-0.95765009  0.          0.        ]
108,"(([(1.0, 3.0), (5.0, 10.0)], 1, [(1.0, 3.0), (5.0, 10.0)], 1), ([(0, 5.0), (9.0, 12.0)], 0, [(0, 5.0), (9.0, 12.0)], 1))",[-0.887306  0.        0.      ]
109,"(([(0, 5.0), (9.0, 11.0)], 0, [(0, 5.0), (9.0, 11.0)], 1), ([(4.0, 9.0), (8.0, 12.0)], 1, [(4.0, 9.0), (8.0, 12.0)], 1))",[-0.35  0.    0.  ]
110,"(([(5.0, 10.0), (7.0, 12.0)], 1, [(5.0, 10.0), (7.0, 12.0)], 1), ([(0, 5.0), (9.0, 11.0)], 0, [(0, 5.0), (9.0, 11.0)], 1))",[0. 0. 0.]
111,"(([(4.0, 9.0), (8.0, 12.0)], 1, [(4.0, 9.0), (8.0, 12.0)], 1), ([(0, 5.0), (9.0, 11.0)], 0, [(0, 5.0), (9.0, 11.0)], 1))",[-0.23871272  0.          0.        ]
112,"(([(0, 5.0), (9.0, 11.0)], 0, [(0, 5.0), (9.0, 11.0)], 1), ([(3.0, 8.0), (9.0, 13.0)], 2, [(3.0, 8.0), (9.0, 13.0)], 1))",[-0.35  0.    0.  ]
113,"(([(3.0, 8.0), (9.0, 13.0)], 2, [(3.0, 8.0), (9.0, 13.0)], 1), ([(0, 5.0), (9.0, 11.0)], 0, [(0, 5.0), (9.0, 11.0)], 1))",[-0.21639314  0.          0.        ]
