step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,4,7.0
20.0,-0.07,8,47.0
25.0,-0.39999999999999997,10,89.0
30.0,-0.42000000000000004,6,104.0
35.0,-0.19000000000000006,7,128.0
40.0,-0.3599999999999999,8,168.0
45.0,-0.40000000000000013,7,146.0
50.0,0.74,8,118.0
55.0,-0.4099999999999999,9,160.0
60.0,-0.4099999999999999,4,122.0
65.0,0.25,6,140.0
70.0,-0.19999999999999996,6,170.0
75.0,-0.30000000000000004,4,151.0
80.0,0.3999999999999999,4,139.0
85.0,-0.1499999999999999,7,162.0
90.0,-0.1499999999999999,9,179.0
95.0,-0.28,9,224.0
100.0,-0.4500000000000002,11,274.0
105.0,-0.5,11,329.0
110.0,-0.5499999999999998,13,386.0
115.0,-0.5699999999999998,13,451.0
120.0,-0.6499999999999999,9,456.0
125.0,0.019999999999999574,12,475.0
130.0,-0.5,12,534.0
135.0,-0.8399999999999999,13,596.0
140.0,-0.6799999999999997,14,665.0
145.0,-0.6799999999999997,12,714.0
150.0,-0.75,14,776.0
155.0,-0.6400000000000006,14,846.0
160.0,-0.6999999999999993,18,787.0
165.0,1.7299999999999995,10,627.0
170.0,1.1000000000000005,12,600.0
175.0,1.1000000000000005,12,591.0
180.0,-0.14000000000000057,12,644.0
185.0,-0.5300000000000002,14,710.0
190.0,-0.6599999999999993,14,780.0
195.0,-0.7000000000000002,12,805.0
200.0,-0.3099999999999996,14,849.0
205.0,-0.6799999999999997,16,927.0
210.0,-0.8000000000000007,15,920.0
215.0,0.7699999999999996,10,892.0
220.0,0.1899999999999995,11,874.0
225.0,-0.6699999999999999,14,944.0
230.0,-0.6699999999999999,11,915.0
235.0,0.030000000000001137,16,969.0
240.0,-0.5800000000000001,16,1049.0
245.0,-0.8000000000000007,18,1134.0
250.0,-0.8699999999999992,14,1160.0
255.0,-0.0600000000000005,13,1168.0
260.0,-0.4900000000000002,13,1233.0
265.0,-0.4900000000000002,13,1288.0
270.0,-0.8100000000000005,18,1374.0
275.0,-0.8599999999999994,18,1464.0
280.0,-0.9000000000000004,16,1524.0
285.0,-0.9199999999999999,18,1610.0
290.0,-0.9000000000000004,18,1700.0
295.0,-0.9100000000000001,18,1770.0
300.0,-0.8999999999999986,17,1844.0
305.0,-1.0300000000000011,24,1954.0
310.0,-1.0300000000000011,16,1755.0
315.0,1.6099999999999994,16,1656.0
320.0,0.9700000000000024,14,1700.0
325.0,-0.740000000000002,17,1779.0
330.0,-0.8699999999999974,18,1869.0
335.0,-0.9000000000000021,18,1959.0
340.0,-0.9000000000000021,14,1921.0
345.0,0.019999999999999574,18,1976.0
350.0,-0.5500000000000007,16,2054.0
355.0,-1.129999999999999,18,2143.0
360.0,-0.8999999999999986,18,2233.0
365.0,-0.9299999999999997,20,2332.0
370.0,-1.0,18,2393.0
375.0,-0.75,22,2469.0
380.0,-1.1700000000000017,24,2588.0
385.0,-1.1700000000000017,22,2689.0
390.0,-1.4800000000000004,24,2808.0
395.0,-1.1999999999999993,24,2928.0
400.0,-1.1999999999999993,22,3022.0
405.0,-1.3300000000000018,22,3129.0
410.0,-1.139999999999997,28,3253.0
415.0,-1.379999999999999,28,3393.0
420.0,-1.379999999999999,26,3505.0
425.0,-1.6799999999999997,28,3640.0
430.0,-1.3500000000000014,28,3780.0
435.0,-1.3999999999999986,26,3896.0
440.0,-1.6799999999999997,28,4032.0
445.0,-1.4000000000000057,33,4184.0
450.0,-1.6499999999999986,34,4333.0
455.0,-2.019999999999996,32,4487.0
460.0,-1.6500000000000057,34,4654.0
465.0,-1.6999999999999957,34,4824.0
470.0,-1.7000000000000028,35,4995.0
475.0,-1.7899999999999991,36,5175.0
480.0,-1.8599999999999994,40,5365.0
485.0,-2.0600000000000023,42,5573.0
490.0,-2.0999999999999943,42,5783.0
495.0,-2.0999999999999943,36,5888.0
500.0,-1.6100000000000065,38,6023.0
505.0,-1.5899999999999963,36,6197.0
510.0,-2.460000000000001,38,6383.0
515.0,-1.9499999999999957,43,6588.0
520.0,-2.1700000000000017,46,6809.0
525.0,-2.280000000000001,46,7039.0
530.0,-2.299999999999997,47,7271.0
535.0,-2.3800000000000097,48,7511.0
540.0,-2.3999999999999915,49,7752.0
545.0,-2.3999999999999915,42,7864.0
550.0,-2.0900000000000034,47,8052.0
555.0,-1.8799999999999955,48,8282.0
560.0,-3.260000000000005,48,8522.0
565.0,-2.4000000000000057,48,8762.0
570.0,-2.4399999999999977,50,9012.0
575.0,-2.5,48,9219.0
580.0,-2.7099999999999937,46,9429.0
585.0,-2.4099999999999966,52,9676.0
590.0,-2.4099999999999966,48,8881.0
595.0,6.959999999999994,40,8171.0
600.0,7.170000000000002,29,7881.0
605.0,2.6200000000000045,28,8006.0
610.0,-1.4500000000000028,34,8160.0
615.0,-1.4500000000000028,40,8282.0
620.0,-1.8799999999999955,44,8491.0
625.0,-2.0900000000000034,46,8709.0
630.0,-3.0700000000000074,48,8942.0
635.0,-2.3999999999999915,46,8746.0
640.0,5.560000000000002,38,8336.0
645.0,5.539999999999992,30,7958.0
650.0,5.539999999999992,25,8080.0
655.0,-1.7999999999999972,33,8234.0
660.0,-1.6000000000000085,42,8425.0
665.0,-2.019999999999996,52,8666.0
670.0,-2.480000000000004,52,8926.0
675.0,-2.6099999999999994,50,9095.0
