step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,5,9.0,9.0
20.0,-0.09,6,37.0,37.0
25.0,-0.4,8,69.0,69.0
30.0,-0.36,6,75.0,75.0
35.0,0.22999999999999998,6,68.0,68.0
40.0,-0.37,8,107.0,107.0
45.0,-0.37,4,82.0,82.0
50.0,0.13,5,103.0,103.0
55.0,-0.2400000000000001,7,107.0,107.0
60.0,-0.10999999999999988,8,137.0,137.0
65.0,-0.40000000000000013,8,177.0,177.0
70.0,-0.40000000000000013,6,150.0,150.0
75.0,0.1100000000000001,8,182.0,182.0
80.0,-0.32000000000000006,4,175.0,175.0
85.0,0.22999999999999998,6,165.0,165.0
90.0,-0.22999999999999998,12,217.0,217.0
95.0,-0.5900000000000001,10,114.0,114.0
100.0,1.07,12,146.0,146.0
105.0,-0.5999999999999999,12,206.0,206.0
110.0,-0.5999999999999999,8,152.0,152.0
115.0,0.33999999999999986,8,167.0,167.0
120.0,-0.1499999999999999,6,142.0,142.0
125.0,0.77,8,114.0,114.0
130.0,-0.43999999999999995,10,162.0,162.0
135.0,-0.43999999999999995,4,78.0,78.0
140.0,0.6399999999999999,4,52.0,52.0
145.0,0.26,0,22.0,22.0
150.0,0.52,2,4.0,4.0
155.0,-0.08,2,14.0,14.0
160.0,-0.20999999999999996,8,37.0,37.0
165.0,-0.39999999999999997,8,77.0,77.0
170.0,-0.39999999999999997,4,53.0,53.0
175.0,0.10999999999999999,6,79.0,79.0
180.0,-0.27,2,60.0,60.0
185.0,0.32999999999999996,3,58.0,58.0
190.0,-0.15000000000000002,4,75.0,75.0
195.0,-0.15000000000000002,7,105.0,105.0
200.0,-0.38,9,143.0,143.0
205.0,-0.3799999999999999,4,141.0,141.0
210.0,0.07999999999999985,6,146.0,146.0
215.0,-0.22999999999999998,4,130.0,130.0
220.0,0.3700000000000001,2,123.0,123.0
225.0,-0.17999999999999994,4,143.0,143.0
230.0,-0.17999999999999994,4,147.0,147.0
235.0,-0.13000000000000012,10,185.0,185.0
240.0,-0.42999999999999994,6,70.0,70.0
245.0,1.2,9,93.0,93.0
250.0,-0.47,11,143.0,143.0
255.0,-0.47,9,111.0,111.0
260.0,0.10999999999999988,11,163.0,163.0
265.0,-0.5199999999999998,8,152.0,152.0
270.0,0.42999999999999994,10,126.0,126.0
275.0,-0.26,10,118.0,118.0
280.0,0.5299999999999999,6,99.0,99.0
285.0,0.16000000000000003,6,83.0,83.0
290.0,0.16000000000000003,5,34.0,34.0
295.0,0.38,8,69.0,69.0
300.0,-0.38,4,62.0,62.0
305.0,0.14,10,82.0,82.0
310.0,-0.5499999999999999,12,142.0,142.0
315.0,-0.5499999999999999,8,96.0,96.0
320.0,0.21999999999999997,8,115.0,115.0
325.0,-0.18999999999999995,5,109.0,109.0
330.0,0.2899999999999999,8,110.0,110.0
335.0,-0.4,8,87.0,87.0
340.0,-0.010000000000000009,11,138.0,138.0
345.0,-0.6699999999999999,16,210.0,210.0
350.0,-0.6699999999999999,10,209.0,209.0
355.0,0.16999999999999993,12,195.0,195.0
360.0,-0.2999999999999998,8,182.0,182.0
365.0,0.6099999999999999,6,124.0,124.0
370.0,0.19999999999999996,6,137.0,137.0
375.0,0.19999999999999996,8,41.0,41.0
380.0,0.8500000000000001,9,84.0,84.0
385.0,-0.43,7,82.0,82.0
390.0,0.08999999999999997,7,96.0,96.0
395.0,-0.3500000000000001,7,93.0,93.0
400.0,0.3500000000000001,4,79.0,79.0
