step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,4,7.0,7.0
20.0,-0.07,6,33.0,33.0
25.0,-0.38,7,64.0,64.0
30.0,-0.34,6,70.0,70.0
35.0,0.21000000000000008,5,63.0,63.0
40.0,-0.30000000000000004,8,96.0,96.0
45.0,-0.30000000000000004,4,76.0,76.0
50.0,0.07999999999999996,4,96.0,96.0
55.0,-0.24,6,106.0,106.0
60.0,-0.15999999999999992,8,136.0,136.0
65.0,-0.40000000000000013,9,177.0,177.0
70.0,-0.40000000000000013,6,149.0,149.0
75.0,0.1100000000000001,9,184.0,184.0
80.0,-0.3500000000000001,4,180.0,180.0
85.0,0.2100000000000002,4,166.0,166.0
90.0,-0.2100000000000002,10,185.0,185.0
95.0,-0.24999999999999978,8,217.0,217.0
100.0,-0.43999999999999995,10,263.0,263.0
105.0,-0.43999999999999995,6,91.0,91.0
110.0,1.5599999999999998,8,127.0,127.0
115.0,-0.3900000000000001,6,115.0,115.0
120.0,0.5100000000000001,8,101.0,101.0
125.0,-0.44000000000000006,10,149.0,149.0
130.0,-0.44000000000000006,4,83.0,83.0
135.0,0.4600000000000001,6,83.0,83.0
140.0,0.0,2,53.0,53.0
145.0,0.6,2,15.0,15.0
150.0,0.03,2,7.0,7.0
155.0,0.2,0,0.0,0.0
160.0,-0.07,6,13.0,13.0
165.0,-0.07,6,42.0,42.0
170.0,-0.41,8,75.0,75.0
175.0,-0.35,4,77.0,77.0
180.0,0.22999999999999998,5,69.0,69.0
185.0,-0.31000000000000005,8,107.0,107.0
190.0,-0.31000000000000005,4,83.0,83.0
195.0,0.08000000000000007,7,106.0,106.0
200.0,-0.2300000000000001,6,110.0,110.0
205.0,-0.09999999999999987,7,137.0,137.0
210.0,-0.3500000000000001,6,142.0,142.0
215.0,0.1499999999999999,5,141.0,141.0
220.0,-0.2699999999999998,6,169.0,169.0
225.0,-0.2699999999999998,7,78.0,78.0
230.0,0.7799999999999999,10,116.0,116.0
235.0,-0.44000000000000006,11,125.0,125.0
240.0,0.16999999999999993,8,109.0,109.0
245.0,-0.18999999999999995,10,151.0,151.0
250.0,-0.18999999999999995,5,92.0,92.0
255.0,0.39,6,110.0,110.0
260.0,-0.18000000000000005,3,75.0,75.0
265.0,0.8300000000000001,5,39.0,39.0
270.0,-0.24,5,30.0,30.0
275.0,0.30000000000000004,2,23.0,23.0
280.0,-0.12000000000000002,4,37.0,37.0
285.0,-0.12000000000000002,1,1.0,1.0
290.0,0.31,1,6.0,6.0
295.0,-0.06,1,5.0,5.0
300.0,0.04,1,6.0,6.0
305.0,-0.13,7,29.0,29.0
310.0,-0.13,6,42.0,42.0
315.0,-0.24999999999999997,7,75.0,75.0
320.0,-0.33,4,75.0,75.0
325.0,0.18000000000000005,6,74.0,74.0
330.0,-0.30000000000000004,6,76.0,76.0
335.0,0.09999999999999998,4,81.0,81.0
340.0,-0.25,8,110.0,110.0
345.0,-0.25,6,111.0,111.0
350.0,-0.10000000000000009,7,140.0,140.0
355.0,-0.34999999999999987,5,145.0,145.0
360.0,0.11999999999999988,5,145.0,145.0
365.0,-0.2899999999999998,9,182.0,182.0
370.0,-0.2899999999999998,4,157.0,157.0
375.0,0.06999999999999984,10,184.0,184.0
380.0,-0.27,12,244.0,244.0
385.0,-0.5999999999999999,14,306.0,306.0
390.0,-0.6200000000000001,8,313.0,313.0
395.0,0.06000000000000005,8,314.0,314.0
400.0,-0.33999999999999986,8,168.0,168.0
