step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,4,4.0
20.0,-0.04,8,42.0
25.0,-0.38,8,82.0
30.0,-0.39999999999999997,10,129.0
35.0,-0.4700000000000001,10,179.0
40.0,-0.5,6,179.0
45.0,0.1100000000000001,7,181.0
50.0,-0.29000000000000004,8,212.0
55.0,-0.5700000000000001,11,265.0
60.0,-0.5499999999999998,11,320.0
65.0,-0.5499999999999998,10,361.0
70.0,-0.6300000000000003,12,419.0
75.0,-0.5899999999999994,12,479.0
80.0,-0.6000000000000005,10,517.0
85.0,-0.5199999999999996,12,567.0
90.0,-0.7400000000000002,18,653.0
95.0,-0.9000000000000004,18,743.0
100.0,-0.9000000000000004,18,812.0
105.0,-1.049999999999999,18,902.0
110.0,-0.9000000000000004,17,969.0
115.0,-1.0,18,1056.0
120.0,-0.9000000000000004,18,1127.0
125.0,-1.1500000000000004,20,1227.0
130.0,-1.0199999999999996,22,1331.0
135.0,-1.0199999999999996,22,1429.0
140.0,-1.42,22,1539.0
145.0,-1.0999999999999996,22,1649.0
150.0,-1.1000000000000014,24,1766.0
155.0,-1.1899999999999977,26,1888.0
160.0,-1.240000000000002,28,1745.0
165.0,2.34,27,1728.0
170.0,-1.3200000000000003,31,1873.0
175.0,-1.3200000000000003,28,1998.0
180.0,-1.8599999999999994,29,2140.0
185.0,-1.4199999999999982,24,2182.0
190.0,-0.11000000000000298,24,2167.0
195.0,-0.3299999999999983,25,2242.0
200.0,-1.629999999999999,27,2374.0
205.0,-1.3500000000000014,27,2509.0
210.0,-1.3500000000000014,24,2595.0
215.0,-1.3900000000000006,26,2723.0
220.0,-1.2799999999999976,24,2834.0
225.0,-1.6000000000000014,29,2965.0
230.0,-1.4400000000000013,31,3114.0
235.0,-1.5799999999999983,33,3277.0
240.0,-1.6499999999999986,33,3442.0
245.0,-1.6499999999999986,30,3549.0
250.0,-1.730000000000004,30,3699.0
255.0,-1.5,32,3851.0
260.0,-2.1599999999999966,34,4013.0
265.0,-1.7000000000000028,36,4193.0
270.0,-1.8200000000000003,38,4380.0
275.0,-1.8900000000000006,38,4570.0
280.0,-1.9099999999999966,40,4767.0
285.0,-2.0,38,4905.0
290.0,-1.5900000000000034,34,5030.0
295.0,-1.5999999999999943,40,5206.0
300.0,-1.5999999999999943,39,5390.0
305.0,-2.6400000000000006,42,5598.0
310.0,-2.1000000000000014,42,5808.0
315.0,-2.1000000000000014,44,6020.0
320.0,-2.1400000000000006,40,6060.0
325.0,-0.8100000000000023,43,6230.0
330.0,-2.2099999999999937,46,6458.0
335.0,-2.2099999999999937,44,6662.0
340.0,-2.960000000000008,46,6889.0
345.0,-2.269999999999996,46,7119.0
350.0,-2.299999999999997,42,7248.0
355.0,-1.3900000000000006,39,7325.0
360.0,-1.2000000000000028,38,7482.0
365.0,-2.6299999999999955,41,7682.0
370.0,-2.049999999999997,41,7887.0
375.0,-2.049999999999997,40,8052.0
380.0,-2.460000000000008,42,8259.0
385.0,-2.0900000000000034,40,8450.0
390.0,-2.7299999999999898,42,8658.0
395.0,-2.1000000000000085,42,8868.0
400.0,-2.1000000000000085,40,9050.0
405.0,-2.6599999999999966,41,9251.0
410.0,-2.010000000000005,42,9460.0
415.0,-2.089999999999989,36,8862.0
420.0,13.219999999999999,28,7498.0
425.0,13.179999999999993,23,6857.0
430.0,-0.8699999999999903,14,6921.0
435.0,-0.75,17,6999.0
440.0,-1.0200000000000102,26,7110.0
445.0,-1.4299999999999926,34,7261.0
450.0,-1.9100000000000108,40,7458.0
455.0,-1.9100000000000108,34,7581.0
460.0,-1.6299999999999955,36,7708.0
465.0,-1.6299999999999955,34,7870.0
470.0,-2.280000000000001,36,8042.0
475.0,-1.7800000000000011,38,8224.0
480.0,-1.9399999999999977,40,8424.0
485.0,-2.019999999999996,42,8630.0
490.0,-2.1000000000000085,42,8840.0
495.0,-2.1000000000000085,38,8972.0
500.0,-2.1599999999999966,39,9165.0
505.0,-1.9300000000000068,40,9354.0
510.0,-2.6899999999999977,42,9558.0
515.0,-2.0799999999999983,40,9746.0
520.0,-2.7099999999999937,42,9955.0
525.0,-2.160000000000011,44,10173.0
530.0,-2.2099999999999937,46,10396.0
535.0,-2.2099999999999937,42,10588.0
540.0,-2.769999999999996,42,10795.0
545.0,-2.1000000000000085,42,10101.0
550.0,15.219999999999999,33,8551.0
555.0,15.040000000000006,28,7103.0
560.0,15.040000000000006,20,7201.0
565.0,6.099999999999994,19,7294.0
570.0,-0.9299999999999926,28,7415.0
575.0,-1.210000000000008,34,7575.0
580.0,-1.5999999999999943,42,7774.0
585.0,-1.9899999999999949,46,7994.0
590.0,-2.200000000000003,49,8230.0
595.0,-2.3599999999999994,50,8480.0
600.0,-2.5,51,8731.0
605.0,-2.510000000000005,52,8990.0
610.0,-2.5900000000000034,52,9250.0
615.0,-2.5999999999999943,48,9366.0
620.0,-0.8799999999999955,44,9293.0
625.0,-0.4300000000000068,44,9457.0
630.0,-2.569999999999993,48,9686.0
635.0,-2.480000000000004,50,9936.0
640.0,-2.5600000000000023,52,10194.0
645.0,-2.5999999999999943,52,10454.0
650.0,-2.6400000000000006,54,10720.0
655.0,-2.740000000000009,56,10996.0
660.0,-2.740000000000009,51,11098.0
665.0,-2.069999999999993,50,11243.0
670.0,-1.460000000000008,48,11451.0
