step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,4,6.0,6.0
20.0,-0.06,6,33.0,33.0
25.0,-0.39,8,65.0,65.0
30.0,-0.38999999999999996,8,102.0,102.0
35.0,-0.5000000000000001,8,142.0,142.0
40.0,-0.44999999999999996,10,189.0,189.0
45.0,-0.44999999999999996,5,135.0,135.0
50.0,0.3800000000000001,8,156.0,156.0
55.0,-0.22999999999999998,7,120.0,120.0
60.0,1.0699999999999998,4,51.0,51.0
65.0,0.029999999999999916,8,67.0,67.0
70.0,0.029999999999999916,2,20.0,20.0
75.0,0.34,4,26.0,26.0
80.0,-0.06,4,46.0,46.0
85.0,-0.2,0,18.0,18.0
90.0,0.42000000000000004,8,27.0,27.0
95.0,-0.39,6,49.0,49.0
100.0,-0.14999999999999997,8,66.0,66.0
105.0,-0.4,8,106.0,106.0
110.0,-0.4,5,77.0,77.0
115.0,0.16000000000000003,6,99.0,99.0
120.0,-0.2300000000000001,7,130.0,130.0
125.0,-0.32000000000000006,6,118.0,118.0
130.0,0.27,8,114.0,114.0
135.0,-0.2799999999999998,8,154.0,154.0
140.0,-0.2799999999999998,6,135.0,135.0
145.0,0.029999999999999805,6,165.0,165.0
150.0,-0.2999999999999998,4,158.0,158.0
155.0,0.20999999999999996,4,153.0,153.0
160.0,-0.18000000000000016,10,190.0,190.0
165.0,-0.52,10,93.0,93.0
170.0,1.02,10,122.0,122.0
175.0,-0.5699999999999998,12,181.0,181.0
180.0,-0.5699999999999998,8,126.0,126.0
185.0,0.34999999999999987,8,148.0,148.0
190.0,-0.21999999999999997,10,192.0,192.0
195.0,-0.45999999999999996,7,189.0,189.0
200.0,0.20999999999999996,8,183.0,183.0
205.0,-0.2599999999999998,8,223.0,223.0
210.0,-0.45999999999999996,10,273.0,273.0
215.0,-0.45999999999999996,2,89.0,89.0
220.0,1.6399999999999997,4,37.0,37.0
225.0,0.52,4,57.0,57.0
230.0,-0.28,7,82.0,82.0
235.0,-0.35,10,75.0,75.0
240.0,0.36,6,70.0,70.0
245.0,-0.21999999999999997,8,94.0,94.0
250.0,-0.21999999999999997,4,58.0,58.0
255.0,0.24,8,88.0,88.0
260.0,-0.33999999999999997,8,128.0,128.0
265.0,-0.41999999999999993,10,178.0,178.0
270.0,-0.5,8,172.0,172.0
275.0,0.30999999999999983,6,149.0,149.0
280.0,-0.06999999999999984,8,180.0,180.0
285.0,-0.40000000000000013,8,220.0,220.0
290.0,-0.41000000000000014,10,265.0,265.0
295.0,-0.5,10,315.0,315.0
300.0,-0.5,11,366.0,366.0
305.0,-0.5,9,254.0,254.0
310.0,0.9100000000000001,10,221.0,221.0
315.0,0.33000000000000007,10,246.0,246.0
320.0,-0.43000000000000016,10,294.0,294.0
325.0,-0.5,8,155.0,155.0
330.0,1.7400000000000002,8,148.0,148.0
335.0,-0.44000000000000017,10,194.0,194.0
340.0,-0.44000000000000017,14,241.0,241.0
345.0,-0.7099999999999997,14,311.0,311.0
350.0,-0.7000000000000002,11,309.0,309.0
355.0,0.3599999999999999,8,278.0,278.0
360.0,-0.13999999999999968,10,323.0,323.0
365.0,-0.13999999999999968,4,120.0,120.0
370.0,1.8299999999999998,5,48.0,48.0
375.0,0.72,4,34.0,34.0
380.0,0.18,8,52.0,52.0
385.0,-0.38000000000000006,9,93.0,93.0
390.0,-0.44999999999999984,10,143.0,143.0
395.0,-0.5,10,193.0,193.0
400.0,-0.5100000000000002,12,250.0,250.0
