step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,4,7.0,7.0
20.0,-0.07,6,32.0,32.0
25.0,-0.37,8,64.0,64.0
30.0,-0.36000000000000004,6,72.0,72.0
35.0,-0.15999999999999992,7,103.0,103.0
40.0,-0.41999999999999993,10,148.0,148.0
45.0,-0.41999999999999993,8,133.0,133.0
50.0,0.4899999999999999,9,122.0,122.0
55.0,-0.42000000000000004,8,110.0,110.0
60.0,0.4600000000000001,4,70.0,70.0
65.0,0.039999999999999925,6,93.0,93.0
70.0,-0.30000000000000004,6,123.0,123.0
75.0,-0.30000000000000004,0,23.0,23.0
80.0,0.8800000000000001,2,10.0,10.0
85.0,0.13,2,20.0,20.0
90.0,-0.24000000000000002,8,58.0,58.0
95.0,-0.39999999999999997,6,58.0,58.0
100.0,0.15000000000000002,6,65.0,65.0
105.0,-0.30000000000000004,6,95.0,95.0
110.0,-0.30000000000000004,2,50.0,50.0
115.0,0.37,2,60.0,60.0
120.0,-0.09999999999999998,1,1.0,1.0
125.0,0.52,6,22.0,22.0
130.0,-0.35,10,65.0,65.0
135.0,-0.35,8,91.0,91.0
140.0,-0.46,10,137.0,137.0
145.0,-0.4600000000000001,4,130.0,130.0
150.0,0.29000000000000004,6,111.0,111.0
155.0,-0.1499999999999999,4,77.0,77.0
160.0,0.87,8,44.0,44.0
165.0,-0.39,8,83.0,83.0
170.0,-0.39,7,102.0,102.0
175.0,-0.3500000000000001,8,142.0,142.0
180.0,-0.3999999999999999,4,115.0,115.0
185.0,0.72,2,60.0,60.0
190.0,0.14,3,69.0,69.0
195.0,0.14,6,18.0,18.0
200.0,0.46,8,55.0,55.0
205.0,-0.37000000000000005,6,75.0,75.0
210.0,-0.21999999999999997,9,103.0,103.0
215.0,-0.45999999999999996,8,103.0,103.0
220.0,0.26,6,97.0,97.0
225.0,-0.15999999999999992,6,119.0,119.0
230.0,-0.33000000000000007,9,155.0,155.0
235.0,-0.33000000000000007,7,98.0,98.0
240.0,0.6699999999999999,7,68.0,68.0
245.0,0.07000000000000006,8,93.0,93.0
250.0,-0.41999999999999993,8,130.0,130.0
255.0,-0.40000000000000013,10,173.0,173.0
260.0,-0.40000000000000013,6,177.0,177.0
265.0,-0.22999999999999998,9,217.0,217.0
270.0,-0.3999999999999999,6,186.0,186.0
275.0,0.9099999999999999,6,132.0,132.0
280.0,-0.15999999999999992,6,127.0,127.0
285.0,0.1399999999999999,4,132.0,132.0
290.0,-0.19999999999999996,5,153.0,153.0
295.0,-0.29000000000000004,6,183.0,183.0
300.0,-0.29000000000000004,2,143.0,143.0
305.0,0.32000000000000006,9,169.0,169.0
310.0,-0.3400000000000001,6,54.0,54.0
315.0,1.1600000000000001,9,80.0,80.0
320.0,-0.4700000000000001,10,130.0,130.0
325.0,-0.4700000000000001,7,111.0,111.0
330.0,-0.010000000000000009,8,149.0,149.0
335.0,-0.3799999999999999,5,143.0,143.0
340.0,0.08000000000000007,9,166.0,166.0
345.0,-0.4500000000000002,9,133.0,133.0
350.0,1.1300000000000001,4,77.0,77.0
355.0,0.05999999999999994,8,75.0,75.0
360.0,0.05999999999999994,2,28.0,28.0
365.0,0.37000000000000005,4,31.0,31.0
370.0,-0.04999999999999999,0,13.0,13.0
375.0,0.35,4,6.0,6.0
380.0,-0.28,8,44.0,44.0
385.0,-0.28,7,65.0,65.0
390.0,-0.37,10,112.0,112.0
395.0,-0.4700000000000001,6,119.0,119.0
