step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,5,11.0,11.0
20.0,-0.11,4,31.0,31.0
25.0,-0.26,4,49.0,49.0
30.0,-0.24,6,49.0,49.0
35.0,-0.12,6,79.0,79.0
40.0,-0.43999999999999995,10,127.0,127.0
45.0,-0.43999999999999995,6,126.0,126.0
50.0,-0.09000000000000008,8,154.0,154.0
55.0,-0.3600000000000001,12,205.0,205.0
60.0,-0.5499999999999998,9,171.0,171.0
65.0,0.95,4,81.0,81.0
70.0,0.5399999999999999,6,80.0,80.0
75.0,0.5399999999999999,4,23.0,23.0
80.0,0.45000000000000007,6,53.0,53.0
85.0,-0.30000000000000004,6,83.0,83.0
90.0,-0.5,13,139.0,139.0
95.0,-0.6399999999999999,13,151.0,151.0
100.0,0.15999999999999992,10,161.0,161.0
105.0,-0.24,10,185.0,185.0
110.0,-0.24,6,114.0,114.0
115.0,0.55,6,123.0,123.0
120.0,-0.09000000000000008,4,90.0,90.0
125.0,0.8500000000000001,6,56.0,56.0
130.0,-0.3,8,89.0,89.0
135.0,-0.3,4,37.0,37.0
140.0,0.37,4,50.0,50.0
145.0,-0.13,0,20.0,20.0
150.0,0.5,1,3.0,3.0
155.0,-0.07,0,0.0,0.0
160.0,0.0,4,11.0,11.0
165.0,-0.33999999999999997,8,49.0,49.0
170.0,-0.33999999999999997,5,59.0,59.0
175.0,-0.2,8,93.0,93.0
180.0,-0.4,10,138.0,138.0
185.0,-0.47,8,162.0,162.0
190.0,-0.25,8,189.0,189.0
195.0,-0.43000000000000016,11,237.0,237.0
200.0,-0.43000000000000016,7,147.0,147.0
205.0,0.6900000000000002,8,141.0,141.0
210.0,0.06000000000000005,6,161.0,161.0
215.0,-0.32000000000000006,6,191.0,191.0
220.0,-0.31000000000000005,8,226.0,226.0
225.0,-0.3799999999999999,8,266.0,266.0
230.0,-0.3999999999999999,10,308.0,308.0
235.0,-0.5500000000000003,16,385.0,385.0
240.0,-0.7999999999999998,16,465.0,465.0
245.0,-0.8399999999999999,18,555.0,555.0
250.0,-0.9000000000000004,16,580.0,580.0
255.0,0.009999999999999787,12,602.0,602.0
260.0,-0.3699999999999992,12,639.0,639.0
265.0,-0.3699999999999992,8,494.0,494.0
270.0,1.8999999999999995,8,337.0,337.0
275.0,0.9199999999999999,7,350.0,350.0
280.0,-0.3099999999999996,11,398.0,398.0
285.0,-0.5499999999999998,11,453.0,453.0
290.0,-0.5499999999999998,7,432.0,432.0
295.0,-0.010000000000000675,9,471.0,471.0
300.0,-0.3899999999999997,8,503.0,503.0
305.0,-0.5,15,563.0,563.0
310.0,-0.7199999999999998,15,638.0,638.0
315.0,-0.75,15,688.0,688.0
320.0,-0.7000000000000002,13,751.0,751.0
325.0,-0.6900000000000004,15,822.0,822.0
330.0,-0.6900000000000004,13,881.0,881.0
335.0,-0.8699999999999992,14,947.0,947.0
340.0,-0.6699999999999999,19,1030.0,1030.0
345.0,-0.8800000000000008,19,1125.0,1125.0
350.0,-0.9499999999999993,20,1221.0,1221.0
355.0,-0.9700000000000006,21,1325.0,1325.0
360.0,-1.0500000000000007,21,1430.0,1430.0
365.0,-1.049999999999999,23,1541.0,1541.0
370.0,-1.1300000000000008,23,1656.0,1656.0
375.0,-1.1499999999999986,28,1720.0,1720.0
380.0,-0.6900000000000013,25,1772.0,1772.0
385.0,-0.9100000000000001,27,1891.0,1891.0
390.0,-0.9100000000000001,23,1984.0,1984.0
