step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,2,2.0,2.0
20.0,-0.02,8,34.0,34.0
25.0,-0.32,5,51.0,51.0
30.0,-0.2,8,78.0,78.0
35.0,-0.3999999999999999,6,78.0,78.0
40.0,0.1499999999999999,6,85.0,85.0
45.0,-0.31000000000000005,7,117.0,117.0
50.0,-0.31000000000000005,4,80.0,80.0
55.0,0.2600000000000001,8,104.0,104.0
60.0,-0.28000000000000014,4,121.0,121.0
65.0,-0.10999999999999988,7,136.0,136.0
70.0,-0.3700000000000001,8,176.0,176.0
75.0,-0.3700000000000001,5,140.0,140.0
80.0,0.20000000000000018,6,169.0,169.0
85.0,-0.29000000000000004,2,154.0,154.0
90.0,0.20999999999999996,10,176.0,176.0
95.0,-0.48,8,68.0,68.0
100.0,1.17,10,89.0,89.0
105.0,-0.5,10,139.0,139.0
110.0,-0.5,9,122.0,122.0
115.0,0.16999999999999993,10,152.0,152.0
120.0,-0.5,8,141.0,141.0
125.0,0.42000000000000015,10,119.0,119.0
130.0,-0.33000000000000007,12,177.0,177.0
135.0,-0.33000000000000007,5,102.0,102.0
140.0,0.51,6,85.0,85.0
145.0,0.17000000000000004,6,67.0,67.0
150.0,0.45999999999999996,8,60.0,60.0
155.0,-0.37,6,57.0,57.0
160.0,0.16000000000000003,10,70.0,70.0
165.0,-0.5599999999999999,12,128.0,128.0
170.0,-0.5599999999999999,6,93.0,93.0
175.0,0.15999999999999992,8,105.0,105.0
180.0,-0.1299999999999999,4,99.0,99.0
185.0,0.34999999999999987,7,92.0,92.0
190.0,-0.34999999999999987,9,129.0,129.0
195.0,-0.34999999999999987,6,102.0,102.0
200.0,0.10999999999999988,10,146.0,146.0
205.0,-0.43999999999999995,6,153.0,153.0
210.0,-0.040000000000000036,8,172.0,172.0
215.0,-0.3799999999999999,6,171.0,171.0
220.0,0.32999999999999985,7,162.0,162.0
225.0,-0.3699999999999999,8,200.0,200.0
230.0,-0.3699999999999999,10,102.0,102.0
235.0,0.78,14,168.0,168.0
240.0,-0.6800000000000002,12,169.0,169.0
245.0,0.28,10,150.0,150.0
250.0,-0.24,11,200.0,200.0
255.0,-0.24,6,133.0,133.0
260.0,0.44999999999999996,6,130.0,130.0
265.0,0.030000000000000027,2,84.0,84.0
270.0,1.02,4,40.0,40.0
275.0,-0.21999999999999997,4,24.0,24.0
280.0,0.36,2,16.0,16.0
285.0,-0.16999999999999998,4,35.0,35.0
290.0,-0.16999999999999998,2,3.0,3.0
295.0,0.26,2,13.0,13.0
300.0,-0.09999999999999999,2,23.0,23.0
305.0,-0.11000000000000001,6,20.0,20.0
310.0,-0.08999999999999997,7,49.0,49.0
315.0,-0.35,9,88.0,88.0
320.0,-0.35,5,65.0,65.0
325.0,0.04999999999999993,7,95.0,95.0
330.0,-0.29999999999999993,4,90.0,90.0
335.0,0.16999999999999993,4,83.0,83.0
340.0,-0.15000000000000002,7,41.0,41.0
345.0,0.20000000000000007,10,83.0,83.0
350.0,-0.5,12,135.0,135.0
355.0,-0.5,8,101.0,101.0
360.0,0.1399999999999999,8,133.0,133.0
365.0,-0.31999999999999984,6,121.0,121.0
370.0,0.5099999999999999,6,102.0,102.0
375.0,-0.31999999999999995,11,141.0,141.0
380.0,-0.31999999999999995,5,65.0,65.0
385.0,0.57,6,50.0,50.0
390.0,0.15000000000000002,7,74.0,74.0
395.0,-0.38,9,111.0,111.0
400.0,-0.43000000000000005,9,114.0,114.0
