step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,5,6.0,6.0
20.0,-0.06,6,30.0,30.0
25.0,-0.36,7,61.0,61.0
30.0,-0.33,6,67.0,67.0
35.0,0.18000000000000005,4,61.0,61.0
40.0,-0.29000000000000004,8,94.0,94.0
45.0,-0.29000000000000004,4,75.0,75.0
50.0,0.06999999999999995,8,100.0,100.0
55.0,-0.29000000000000004,6,111.0,111.0
60.0,-0.1299999999999999,8,137.0,137.0
65.0,-0.40000000000000013,9,178.0,178.0
70.0,-0.40000000000000013,6,148.0,148.0
75.0,0.13000000000000012,7,179.0,179.0
80.0,-0.31000000000000005,4,175.0,175.0
85.0,0.21999999999999997,4,160.0,160.0
90.0,-0.1499999999999999,12,204.0,204.0
95.0,-0.5599999999999998,10,226.0,226.0
100.0,-0.10000000000000009,9,247.0,247.0
105.0,-0.4500000000000002,9,292.0,292.0
110.0,-0.4500000000000002,8,108.0,108.0
115.0,1.6600000000000001,9,153.0,153.0
120.0,-0.4500000000000002,8,170.0,170.0
125.0,-0.25,12,207.0,207.0
130.0,-0.56,12,267.0,267.0
135.0,-0.56,6,130.0,130.0
140.0,1.1300000000000001,8,119.0,119.0
145.0,0.1100000000000001,3,80.0,80.0
150.0,0.7899999999999999,4,30.0,30.0
155.0,0.030000000000000027,2,16.0,16.0
160.0,0.27,6,16.0,16.0
165.0,-0.35,8,53.0,53.0
170.0,-0.35,9,70.0,70.0
175.0,-0.35000000000000003,10,120.0,120.0
180.0,-0.5,9,130.0,130.0
185.0,0.10000000000000009,10,139.0,139.0
190.0,-0.5,12,194.0,194.0
195.0,-0.5,9,167.0,167.0
200.0,0.030000000000000027,12,217.0,217.0
205.0,-0.5,8,180.0,180.0
210.0,0.94,4,90.0,90.0
215.0,0.47,4,47.0,47.0
220.0,0.53,5,28.0,28.0
225.0,-0.29000000000000004,6,58.0,58.0
230.0,-0.29000000000000004,3,38.0,38.0
235.0,0.2,10,68.0,68.0
240.0,-0.46,7,70.0,70.0
245.0,0.020000000000000018,8,92.0,92.0
250.0,-0.3999999999999999,9,133.0,133.0
255.0,-0.3999999999999999,8,92.0,92.0
260.0,0.23999999999999988,9,133.0,133.0
265.0,-0.41000000000000003,4,126.0,126.0
270.0,0.20999999999999996,10,130.0,130.0
275.0,-0.3799999999999999,8,137.0,137.0
280.0,0.040000000000000036,7,153.0,153.0
285.0,-0.41000000000000014,9,196.0,196.0
290.0,-0.41000000000000014,6,208.0,208.0
295.0,-0.29000000000000004,8,248.0,248.0
300.0,-0.3999999999999999,4,219.0,219.0
305.0,0.77,9,197.0,197.0
310.0,-0.48,10,247.0,247.0
315.0,-0.48,10,109.0,109.0
320.0,1.18,10,159.0,159.0
325.0,-0.5,7,167.0,167.0
330.0,-0.010000000000000009,8,180.0,180.0
335.0,-0.3599999999999999,6,130.0,130.0
340.0,1.21,2,77.0,77.0
345.0,0.51,5,23.0,23.0
350.0,-0.2,6,50.0,50.0
355.0,-0.2,3,31.0,31.0
360.0,0.2,4,40.0,40.0
365.0,-0.2,8,72.0,72.0
370.0,-0.36000000000000004,4,62.0,62.0
375.0,0.42000000000000004,6,31.0,31.0
380.0,-0.21999999999999997,10,80.0,80.0
385.0,-0.21999999999999997,7,65.0,65.0
390.0,-0.050000000000000044,8,105.0,105.0
395.0,-0.4,5,99.0,99.0
400.0,0.31000000000000005,8,94.0,94.0
405.0,-0.3600000000000001,8,96.0,96.0
410.0,0.13000000000000012,7,101.0,101.0
