step_time,reward,total_stopped,total_wait_time
5.0,,0,0.0
10.0,0.0,0,0.0
15.0,0.0,3,5.0
20.0,-0.05,8,40.0
25.0,-0.35000000000000003,8,80.0
30.0,-0.4,6,91.0
35.0,-0.17999999999999994,6,116.0
40.0,-0.33000000000000007,8,155.0
45.0,-0.3999999999999999,7,178.0
50.0,-0.29000000000000004,9,209.0
55.0,-0.54,12,266.0
60.0,-0.6000000000000001,12,326.0
65.0,-0.6599999999999997,14,394.0
70.0,-0.7000000000000002,14,464.0
75.0,-0.7000000000000002,10,482.0
80.0,-0.20999999999999996,12,517.0
85.0,-0.5800000000000001,12,562.0
90.0,-0.79,18,644.0
95.0,-0.9000000000000004,18,734.0
100.0,-0.9000000000000004,17,800.0
105.0,-1.0199999999999996,17,885.0
110.0,-0.8499999999999996,16,960.0
115.0,-1.08,18,1047.0
120.0,-0.9000000000000004,20,1123.0
125.0,-1.1799999999999997,20,1221.0
130.0,-1.0299999999999994,22,1326.0
135.0,-1.0299999999999994,20,1421.0
140.0,-1.370000000000001,20,1521.0
145.0,-1.0,20,1621.0
150.0,-1.4100000000000001,22,1725.0
155.0,-1.0899999999999999,24,1837.0
160.0,-1.2800000000000011,30,1979.0
165.0,-1.2800000000000011,26,2079.0
170.0,-1.5999999999999979,26,2209.0
175.0,-1.3000000000000007,28,2348.0
180.0,-1.3900000000000006,26,2469.0
185.0,-1.75,27,2604.0
190.0,-1.3499999999999979,28,2733.0
195.0,-1.9400000000000013,30,2882.0
200.0,-1.5800000000000018,32,3042.0
205.0,-1.5800000000000018,30,3182.0
210.0,-2.019999999999996,30,3332.0
215.0,-1.5200000000000031,28,3090.0
220.0,5.920000000000002,21,2484.0
225.0,5.66,14,1966.0
230.0,5.66,15,1977.0
235.0,2.289999999999999,22,2071.0
240.0,-0.9400000000000013,28,2199.0
245.0,-1.2799999999999976,32,2359.0
250.0,-1.6000000000000014,32,2519.0
255.0,-1.6000000000000014,28,2603.0
260.0,-0.879999999999999,26,2657.0
265.0,-1.009999999999998,30,2794.0
270.0,-2.0600000000000023,30,2944.0
275.0,-1.5,30,3094.0
280.0,-1.509999999999998,31,3246.0
285.0,-1.5900000000000034,32,3406.0
290.0,-1.6000000000000014,34,3568.0
295.0,-1.6999999999999957,34,3738.0
300.0,-1.8200000000000003,38,3924.0
305.0,-2.0600000000000023,42,4134.0
310.0,-2.1000000000000014,42,4344.0
315.0,-2.1299999999999955,44,4559.0
320.0,-2.200000000000003,44,4779.0
325.0,-2.200000000000003,39,4900.0
330.0,-1.3699999999999974,38,4955.0
335.0,-1.240000000000002,42,5149.0
340.0,-2.75,44,5358.0
345.0,-2.1899999999999977,44,5578.0
350.0,-2.1899999999999977,40,5734.0
355.0,-2.440000000000005,41,5936.0
360.0,-2.019999999999996,40,6134.0
365.0,-2.799999999999997,42,6342.0
370.0,-2.1200000000000045,46,6564.0
375.0,-2.280000000000001,48,6242.0
380.0,7.330000000000005,39,5962.0
385.0,7.369999999999997,34,5220.0
390.0,7.369999999999997,26,5350.0
395.0,-1.8500000000000014,28,5471.0
400.0,-1.2800000000000011,36,5633.0
405.0,-1.6999999999999957,44,5833.0
410.0,-2.0600000000000023,50,6062.0
415.0,-2.3900000000000006,52,6322.0
420.0,-2.6000000000000014,54,6585.0
425.0,-2.6499999999999986,54,6855.0
430.0,-2.700000000000003,51,6986.0
435.0,-1.0799999999999983,43,7014.0
440.0,-0.37999999999999545,49,7150.0
445.0,-0.37999999999999545,53,7388.0
450.0,-3.3299999999999983,55,7661.0
455.0,-2.730000000000004,55,7936.0
460.0,-2.75,57,8220.0
465.0,-2.8400000000000034,57,8505.0
470.0,-2.8499999999999943,59,8795.0
475.0,-2.9000000000000057,61,9096.0
480.0,-3.009999999999991,63,9403.0
485.0,-3.0700000000000074,63,9718.0
490.0,-3.1500000000000057,63,10033.0
495.0,-3.1499999999999915,65,10356.0
500.0,-3.230000000000004,65,10681.0
505.0,-3.25,67,11012.0
510.0,-3.3100000000000023,69,11353.0
515.0,-3.4099999999999966,66,11513.0
520.0,-1.2800000000000011,58,11519.0
525.0,-0.20999999999999375,55,11613.0
530.0,-3.3800000000000097,60,11900.0
535.0,-3.0799999999999983,66,12214.0
540.0,-3.299999999999997,67,12545.0
545.0,-3.299999999999997,60,12696.0
550.0,-2.1099999999999994,56,12768.0
555.0,-1.3500000000000085,55,13037.0
560.0,-3.859999999999985,61,13331.0
565.0,-3.0600000000000023,64,13643.0
570.0,-3.1899999999999977,64,13963.0
575.0,-3.200000000000017,64,14283.0
580.0,-3.200000000000017,57,14430.0
585.0,-2.75,57,14615.0
590.0,-1.8499999999999943,58,14858.0
595.0,-2.430000000000007,57,15122.0
600.0,-3.75,57,15404.0
605.0,-2.859999999999985,59,15696.0
610.0,-2.9499999999999886,57,15967.0
615.0,-3.730000000000018,58,16245.0
620.0,-2.9000000000000057,59,16536.0
625.0,-2.9000000000000057,56,16798.0
630.0,-3.780000000000001,58,17087.0
635.0,-2.8999999999999773,56,17358.0
640.0,-3.8100000000000023,56,17638.0
645.0,-2.8400000000000034,58,17926.0
650.0,-2.9000000000000057,58,18216.0
655.0,-2.9000000000000057,50,16652.0
660.0,14.47999999999999,41,15194.0
665.0,14.580000000000013,35,15339.0
670.0,-1.920000000000016,32,15483.0
675.0,-1.6499999999999773,40,15667.0
680.0,-2.0,46,15885.0
