step_time,reward,total_stopped,total_wait_time
685.0,12.189999999999998,27,7993.0
690.0,-1.8900000000000006,32,8140.0
695.0,-1.5899999999999892,39,8319.0
700.0,-1.9500000000000028,47,8541.0
705.0,-2.3700000000000045,50,8788.0
710.0,-2.489999999999995,50,8334.0
715.0,10.5,41,7879.0
720.0,10.670000000000002,35,6806.0
725.0,10.670000000000002,32,6951.0
730.0,-2.1300000000000097,40,7133.0
735.0,-1.9299999999999926,50,7366.0
740.0,-2.3900000000000006,53,7626.0
745.0,-2.6500000000000057,56,7904.0
750.0,-2.789999999999992,56,8184.0
755.0,-2.8000000000000114,54,8250.0
760.0,0.37000000000000455,45,8118.0
765.0,1.7800000000000011,40,8030.0
770.0,1.7800000000000011,43,8231.0
775.0,-2.0600000000000023,49,8465.0
780.0,-2.3400000000000034,54,8728.0
785.0,-2.6299999999999955,56,9008.0
790.0,-2.799999999999997,57,9289.0
795.0,-2.8100000000000023,52,9403.0
800.0,-0.7399999999999949,46,9384.0
805.0,-0.23000000000000398,48,9519.0
810.0,-3.3200000000000074,53,9771.0
815.0,-2.779999999999987,59,10055.0
820.0,-2.990000000000009,60,10355.0
825.0,-3.0,61,10656.0
830.0,-3.069999999999993,62,10964.0
835.0,-3.1099999999999994,64,11277.0
840.0,-3.280000000000001,67,11608.0
845.0,-3.3900000000000006,68,11948.0
850.0,-3.4099999999999966,69,12290.0
855.0,-3.4099999999999966,62,10275.0
860.0,18.86,54,8776.0
865.0,15.049999999999997,54,9039.0
870.0,-3.7900000000000063,63,9333.0
875.0,-3.25,70,9673.0
880.0,-3.519999999999996,71,10028.0
885.0,-3.549999999999997,73,10385.0
890.0,-3.6300000000000097,73,10750.0
895.0,-3.6499999999999915,74,11116.0
900.0,-3.719999999999999,75,11491.0
905.0,-3.760000000000005,77,11871.0
910.0,-3.9099999999999966,79,12266.0
915.0,-3.950000000000003,79,12661.0
920.0,-3.960000000000008,81,13060.0
925.0,-4.039999999999992,81,13465.0
930.0,-4.039999999999992,72,13239.0
935.0,0.6400000000000148,66,12915.0
940.0,3.2399999999999807,57,13083.0
945.0,-2.819999999999993,58,13368.0
950.0,-2.9000000000000057,64,13675.0
955.0,-3.2299999999999898,73,14022.0
960.0,-3.5999999999999943,78,14401.0
965.0,-3.890000000000015,77,14511.0
970.0,0.21000000000000796,69,14358.0
975.0,3.430000000000007,61,14256.0
980.0,3.430000000000007,55,14524.0
985.0,-3.8500000000000227,60,14814.0
990.0,-2.9499999999999886,67,15135.0
995.0,-3.280000000000001,73,15485.0
1000.0,-3.5600000000000023,75,15859.0
1005.0,-3.75,73,16004.0
1010.0,-0.7199999999999989,63,15950.0
1015.0,0.3900000000000148,57,16004.0
1020.0,0.3900000000000148,58,16277.0
1025.0,-3.1000000000000227,64,16583.0
1030.0,-3.0600000000000023,69,16918.0
1035.0,-3.3499999999999943,74,17279.0
1040.0,-3.609999999999985,74,17649.0
1045.0,-3.700000000000017,76,18029.0
1050.0,-3.799999999999983,76,18409.0
1055.0,-3.8000000000000114,72,18585.0
1060.0,-1.4099999999999966,62,18593.0
1065.0,0.4199999999999875,55,18616.0
1070.0,-3.319999999999993,59,18899.0
1075.0,-3.0999999999999943,66,19216.0
1080.0,-3.430000000000007,72,19565.0
1085.0,-3.5999999999999943,72,19925.0
1090.0,-3.5999999999999943,72,20285.0
1095.0,-3.5999999999999943,69,20344.0
1100.0,-1.9800000000000182,60,20425.0
1105.0,-0.7399999999999807,56,20598.0
1110.0,-2.8600000000000136,62,20893.0
1115.0,-3.109999999999985,66,21212.0
1120.0,-3.3600000000000136,70,21558.0
1125.0,-3.5,70,21908.0
1130.0,-3.5,62,22003.0
1135.0,-2.3499999999999943,56,22133.0
1140.0,-1.3000000000000114,60,22422.0
1145.0,-4.139999999999986,65,22741.0
1150.0,-3.259999999999991,66,23071.0
1155.0,-3.3200000000000216,68,23408.0
1160.0,-3.3899999999999864,68,23748.0
1165.0,-3.430000000000007,71,24099.0
1170.0,-3.5600000000000023,72,24459.0
1175.0,-3.5999999999999943,72,24694.0
1180.0,-2.5800000000000125,64,24925.0
1185.0,-1.2299999999999898,60,25011.0
1190.0,-1.2299999999999898,61,25293.0
1195.0,-3.710000000000008,66,25612.0
1200.0,-3.240000000000009,68,25948.0
1205.0,-3.3799999999999955,69,26293.0
1210.0,-3.4499999999999886,65,26528.0
1215.0,-2.670000000000016,58,26686.0
1220.0,-1.8999999999999773,60,26925.0
1225.0,-1.8999999999999773,62,27220.0
1230.0,-4.009999999999991,64,27539.0
1235.0,-3.1899999999999977,66,27863.0
1240.0,-3.240000000000009,63,28138.0
1245.0,-3.569999999999993,61,28386.0
1250.0,-2.740000000000009,60,28662.0
1255.0,-4.110000000000014,61,28966.0
1260.0,-3.0500000000000114,61,29271.0
1265.0,-3.0500000000000114,60,29562.0
1270.0,-4.1200000000000045,61,29864.0
1275.0,-3.0399999999999636,60,30162.0
1280.0,-4.160000000000025,60,30462.0
1285.0,-3.0,60,30762.0
1290.0,-3.0500000000000114,62,31071.0
1295.0,-3.099999999999966,62,31381.0
1300.0,-3.1399999999999864,64,31699.0
1305.0,-3.2000000000000455,66,32022.0
1310.0,-3.2000000000000455,62,32275.0
1315.0,-3.839999999999975,64,32592.0
1320.0,-3.170000000000016,62,32895.0
1325.0,-4.269999999999982,64,33211.0
1330.0,-3.1999999999999886,62,33515.0
1335.0,-4.270000000000039,63,33829.0
1340.0,-3.1499999999999773,63,34144.0
1345.0,-3.2099999999999795,65,34467.0
1350.0,-3.2099999999999795,62,34755.0
1355.0,-4.150000000000034,62,35065.0
1360.0,-3.099999999999966,64,35378.0
1365.0,-3.150000000000034,60,33833.0
1370.0,32.29000000000002,50,31534.0
1375.0,29.769999999999982,46,29328.0
1380.0,29.769999999999982,43,29539.0
1385.0,-3.0299999999999727,42,29748.0
1390.0,-2.090000000000032,51,29981.0
1395.0,-2.329999999999984,57,30253.0
1400.0,-2.7199999999999704,64,30561.0
1405.0,-3.080000000000041,66,30884.0
1410.0,-3.2299999999999613,68,31216.0
1415.0,-3.32000000000005,71,31565.0
1420.0,-3.4899999999999523,72,31925.0
1425.0,-3.6000000000000227,72,32285.0
1430.0,-3.6000000000000227,68,32504.0
1435.0,-2.339999999999975,62,32569.0
1440.0,-1.3600000000000136,61,32801.0
1445.0,-3.9699999999999704,66,33118.0
1450.0,-3.4600000000000364,71,33469.0
1455.0,-3.5600000000000023,73,33827.0
1460.0,-3.6499999999999773,73,34192.0
1465.0,-3.6499999999999773,68,34392.0
1470.0,-3.3999999999999773,66,34648.0
1475.0,-2.5500000000000114,64,34945.0
1480.0,-4.25,69,35277.0
1485.0,-3.4499999999999886,69,35622.0
1490.0,-3.4500000000000455,71,35971.0
1495.0,-3.5499999999999545,71,36326.0
1500.0,-3.5500000000000114,72,36682.0
1505.0,-3.6200000000000045,73,37047.0
1510.0,-3.650000000000034,73,37412.0
1515.0,-3.650000000000034,67,37629.0
1520.0,-3.6299999999999955,70,37922.0
1525.0,-2.930000000000007,69,38256.0
1530.0,-4.739999999999952,71,38609.0
1535.0,-3.5500000000000114,69,37119.0
1540.0,31.5,61,34847.0
1545.0,30.19999999999999,54,31843.0
1550.0,30.19999999999999,47,32076.0
1555.0,4.569999999999993,44,32306.0
1560.0,-2.269999999999982,52,32546.0
1565.0,-2.480000000000018,60,32829.0
1570.0,-2.909999999999968,66,33149.0
1575.0,-3.2700000000000387,70,33496.0
1580.0,-3.490000000000009,70,33846.0
1585.0,-3.5,68,34073.0
1590.0,-2.4499999999999886,62,34205.0
1595.0,-1.7899999999999636,67,34446.0
1600.0,-1.7899999999999636,70,34772.0
1605.0,-4.32000000000005,71,35127.0
1610.0,-3.5499999999999545,67,35418.0
1615.0,-3.8700000000000045,65,35689.0
1620.0,-3.0300000000000296,65,36012.0
1625.0,-4.6200000000000045,69,36348.0
1630.0,-3.4699999999999704,70,36696.0
1635.0,-3.509999999999991,71,37048.0
1640.0,-3.590000000000032,72,37408.0
1645.0,-3.6100000000000136,74,37771.0
1650.0,-3.6100000000000136,68,38047.0
1655.0,-4.199999999999989,70,38388.0
1660.0,-3.409999999999968,70,38720.0
1665.0,-4.759999999999991,72,39078.0
1670.0,-3.6000000000000227,73,39440.0
1675.0,-3.6000000000000227,72,39798.0
1680.0,-5.0400000000000205,72,40158.0
1685.0,-3.599999999999966,74,40523.0
1690.0,-3.650000000000034,68,39003.0
1695.0,32.120000000000005,63,35682.0
1700.0,32.74000000000001,52,34170.0
1705.0,-3.079999999999984,47,34392.0
1710.0,-2.3799999999999955,51,34634.0
1715.0,-2.670000000000016,57,34907.0
1720.0,-3.0400000000000205,65,35219.0
1725.0,-3.3700000000000045,70,35561.0
1730.0,-3.5,71,35912.0
1735.0,-3.609999999999957,76,36278.0
1740.0,-3.8799999999999955,79,36669.0
1745.0,-3.980000000000018,80,37068.0
1750.0,-4.0,80,37468.0
1755.0,-4.0,75,37651.0
1760.0,-3.3600000000000136,71,37886.0
1765.0,-2.329999999999984,71,38215.0
1770.0,-4.75,77,38586.0
1775.0,-3.8500000000000227,77,38971.0
1780.0,-3.8799999999999955,79,39363.0
1785.0,-3.9499999999999886,79,39758.0
1790.0,-3.9499999999999886,72,40028.0
1795.0,-4.279999999999973,73,40349.0
1800.0,-3.2100000000000364,72,40705.0
1805.0,-5.009999999999991,77,41081.0
1810.0,-3.8500000000000227,77,41466.0
1815.0,-3.849999999999966,77,41829.0
1820.0,-5.0400000000000205,75,42199.0
1825.0,-3.75,76,42575.0
1830.0,-3.75,75,42949.0
1835.0,-5.25,75,43324.0
1840.0,-3.75,75,43699.0
1845.0,-5.25,76,44075.0
1850.0,-3.819999999999993,77,44460.0
1855.0,-3.819999999999993,67,40758.0
1860.0,35.48000000000002,61,37162.0
1865.0,35.95999999999998,53,37404.0
1870.0,-3.3100000000000023,50,37645.0
1875.0,-2.5299999999999727,56,37907.0
1880.0,-2.7800000000000296,64,38211.0
1885.0,-3.1899999999999977,71,38551.0
1890.0,-3.5600000000000023,74,38921.0
1895.0,-3.6999999999999886,72,39225.0
1900.0,-3.930000000000007,69,39520.0
1905.0,-3.2199999999999704,69,39853.0
1910.0,-3.490000000000009,70,40203.0
1915.0,-3.490000000000009,69,40532.0
1920.0,-4.6299999999999955,72,40884.0
1925.0,-3.6000000000000227,74,41249.0
1930.0,-3.670000000000016,70,39563.0
1935.0,35.460000000000036,62,36441.0
1940.0,21.25999999999999,56,35281.0
1945.0,21.25999999999999,50,35528.0
1950.0,1.2300000000000182,54,35784.0
1955.0,-2.5600000000000023,59,36067.0
1960.0,-2.830000000000041,68,36392.0
1965.0,-3.25,73,36749.0
1970.0,-3.569999999999993,74,37118.0
1975.0,-3.6899999999999977,75,37493.0
1980.0,-3.75,72,37750.0
1985.0,-3.069999999999993,66,37928.0
1990.0,-2.160000000000025,71,38216.0
1995.0,-4.8799999999999955,75,38579.0
2000.0,-3.75,75,38954.0
2005.0,-3.75,69,39248.0
2010.0,-4.239999999999952,69,39561.0
2015.0,-3.2800000000000296,69,39906.0
2020.0,-4.829999999999984,71,40255.0
2025.0,-3.590000000000032,75,40623.0
2030.0,-3.75,77,41001.0
2035.0,-3.839999999999975,77,41386.0
2040.0,-3.8500000000000227,77,41771.0
2045.0,-3.8500000000000227,73,42071.0
2050.0,-4.539999999999964,73,42434.0
2055.0,-3.6299999999999955,75,42801.0
2060.0,-5.180000000000007,76,43180.0
2065.0,-3.8000000000000114,75,43549.0
2070.0,-5.170000000000016,75,43924.0
2075.0,-3.7799999999999727,77,44304.0
2080.0,-3.7799999999999727,70,42408.0
2085.0,17.50999999999999,63,40927.0
2090.0,14.879999999999995,53,41183.0
2095.0,-3.4399999999999977,53,41437.0
2100.0,-2.590000000000032,54,41697.0
2105.0,-2.819999999999993,63,41998.0
2110.0,-3.2199999999999704,69,42332.0
2115.0,-3.5400000000000205,75,42699.0
2120.0,-3.75,75,43074.0
2125.0,-3.75,70,43306.0
2130.0,-3.819999999999993,73,43618.0
2135.0,-3.1200000000000045,73,43970.0
2140.0,-4.96999999999997,75,44339.0
2145.0,-3.740000000000009,73,44693.0
2150.0,-4.830000000000041,72,45044.0
2155.0,-3.599999999999966,72,45404.0
2160.0,-3.599999999999966,72,45764.0
2165.0,-5.0400000000000205,74,46127.0
2170.0,-3.659999999999968,72,45509.0
2175.0,14.379999999999995,65,44040.0
2180.0,13.329999999999984,57,43547.0
2185.0,13.329999999999984,53,43802.0
2190.0,-3.7099999999999795,55,44069.0
2195.0,-2.670000000000016,62,44363.0
2200.0,-2.9399999999999977,70,44699.0
2205.0,-3.3600000000000136,77,45070.0
2210.0,-3.7099999999999795,80,45464.0
2215.0,-3.9399999999999977,74,45029.0
2220.0,10.46999999999997,68,44004.0
2225.0,8.03000000000003,59,43784.0
2230.0,-3.9600000000000364,56,44066.0
2235.0,-2.9899999999999523,63,44372.0
2240.0,-2.9899999999999523,62,44419.0
2245.0,-1.7000000000000455,64,44535.0
2250.0,-0.8799999999999955,67,44832.0
2255.0,-4.729999999999961,73,45185.0
2260.0,-3.640000000000043,75,45554.0
2265.0,-3.75,75,45929.0
2270.0,-3.759999999999991,76,46307.0
2275.0,-3.819999999999993,79,46693.0
2280.0,-3.9699999999999704,83,47099.0
2285.0,-4.140000000000043,83,47514.0
2290.0,-4.149999999999977,84,47930.0
2295.0,-4.149999999999977,75,48074.0
2300.0,-3.1100000000000136,71,48264.0
2305.0,-1.8999999999999773,72,48555.0
2310.0,-4.3799999999999955,78,48931.0
2315.0,-3.910000000000025,79,48669.0
2320.0,7.350000000000023,72,48430.0
2325.0,7.800000000000011,65,47386.0
2330.0,7.800000000000011,58,47671.0
2335.0,-1.5,58,47956.0
2340.0,-2.8700000000000045,66,48268.0
2345.0,-3.2100000000000364,68,44977.0
2350.0,66.47000000000003,68,38473.0
2355.0,62.19999999999999,64,34065.0
2360.0,62.19999999999999,55,34340.0
2365.0,11.29000000000002,58,34623.0
2370.0,-2.830000000000041,63,34928.0
2375.0,-3.0499999999999545,71,35266.0
2380.0,-3.3800000000000523,78,35646.0
2385.0,-3.7999999999999545,86,36058.0
2390.0,-4.1200000000000045,87,36493.0
2395.0,-4.350000000000023,87,36928.0
2400.0,-4.349999999999966,83,37128.0
2405.0,-1.5300000000000296,75,37122.0
2410.0,-0.13999999999998636,67,37289.0
2415.0,-4.740000000000009,72,37641.0
2420.0,-3.7800000000000296,80,38027.0
2425.0,-4.109999999999957,86,38444.0
2430.0,-4.340000000000032,87,38879.0
2435.0,-4.3700000000000045,89,39318.0
2440.0,-4.449999999999989,89,39763.0
2445.0,-4.46999999999997,91,40212.0
2450.0,-4.550000000000011,91,40667.0
2455.0,-4.610000000000014,94,41131.0
2460.0,-4.610000000000014,88,41108.0
2465.0,-1.5699999999999932,80,41133.0
2470.0,-0.17000000000001592,73,41500.0
2475.0,-5.149999999999977,79,41882.0
2480.0,-3.9700000000000273,85,42291.0
2485.0,-4.289999999999964,90,42732.0
2490.0,-4.560000000000002,92,43192.0
2495.0,-4.6200000000000045,94,43658.0
2500.0,-4.699999999999989,94,44128.0
2505.0,-4.7000000000000455,96,44602.0
2510.0,-4.7999999999999545,96,45082.0
2515.0,-4.800000000000011,98,45565.0
2520.0,-4.889999999999986,98,46055.0
2525.0,-4.900000000000034,98,46545.0
2530.0,-5.0,102,47053.0
2535.0,-5.099999999999966,102,47563.0
2540.0,-5.110000000000014,104,48077.0
2545.0,-5.189999999999998,104,48597.0
2550.0,-5.199999999999989,106,49119.0
2555.0,-5.28000000000003,106,49649.0
2560.0,-5.300000000000011,106,50179.0
2565.0,-5.329999999999984,108,50716.0
2570.0,-5.399999999999977,108,51256.0
2575.0,-5.399999999999977,100,45041.0
2580.0,59.98999999999995,94,39352.0
2585.0,56.89000000000004,87,38312.0
2590.0,8.689999999999998,84,38734.0
2595.0,-4.25,91,39176.0
2600.0,-4.5400000000000205,97,39649.0
2605.0,-4.850000000000023,103,40155.0
2610.0,-5.159999999999968,104,40675.0
2615.0,-5.199999999999989,102,40739.0
2620.0,1.8100000000000023,93,40587.0
2625.0,5.240000000000009,84,40081.0
2630.0,5.240000000000009,76,40466.0
2635.0,-3.6300000000000523,74,40839.0
2640.0,-3.7399999999999523,76,40852.0
2645.0,1.9099999999999682,74,40541.0
2650.0,2.769999999999982,74,40448.0
2655.0,2.769999999999982,69,40795.0
2660.0,-3.4799999999999613,77,41164.0
2665.0,-3.6899999999999977,84,41567.0
2670.0,-4.03000000000003,89,42003.0
2675.0,-4.359999999999957,93,42464.0
2680.0,-4.610000000000014,93,42929.0
2685.0,-4.650000000000034,95,43399.0
2690.0,-4.699999999999989,95,43874.0
2695.0,-4.75,96,44351.0
2700.0,-4.769999999999982,92,44447.0
2705.0,0.8899999999999864,83,43997.0
2710.0,2.519999999999982,77,43926.0
2715.0,-2.0,72,44282.0
2720.0,-3.6899999999999977,78,44657.0
2725.0,-4.029999999999973,85,45067.0
2730.0,-4.360000000000014,90,45508.0
2735.0,-4.589999999999975,93,45970.0
2740.0,-4.589999999999975,85,45923.0
2745.0,0.060000000000002274,81,45789.0
2750.0,1.1599999999999682,73,46044.0
2755.0,-5.1200000000000045,78,46421.0
2760.0,-3.9399999999999977,85,46830.0
2765.0,-4.310000000000002,90,47271.0
2770.0,-4.519999999999982,93,47730.0
2775.0,-4.649999999999977,93,48195.0
2780.0,-4.649999999999977,83,45884.0
2785.0,21.25,78,43822.0
2790.0,20.619999999999948,70,43564.0
2795.0,1.170000000000016,69,43912.0
2800.0,-3.4499999999999886,74,44267.0
2805.0,-3.680000000000007,81,44660.0
2810.0,-4.099999999999966,89,45090.0
2815.0,-4.420000000000016,95,45549.0
2820.0,-4.75,98,46039.0
2825.0,-4.900000000000034,98,46529.0
2830.0,-4.919999999999959,100,47027.0
2835.0,-5.0,98,47163.0
2840.0,-0.22000000000002728,90,47339.0
2845.0,2.490000000000009,84,46966.0
2850.0,2.490000000000009,72,42427.0
2855.0,60.94,65,35229.0
2860.0,56.120000000000005,60,35509.0
2865.0,-3.8999999999999773,64,35811.0
2870.0,-3.390000000000043,78,36178.0
2875.0,-3.9499999999999886,86,36586.0
2880.0,-4.329999999999984,91,37032.0
2885.0,-4.569999999999993,94,37495.0
2890.0,-4.75,98,37979.0
2895.0,-4.900000000000034,98,38469.0
2900.0,-4.919999999999959,100,38965.0
2905.0,-4.919999999999959,90,38790.0
2910.0,-0.25,84,38640.0
2915.0,1.5,75,38748.0
2920.0,-2.5500000000000114,73,39114.0
2925.0,-3.660000000000025,77,39220.0
2930.0,-0.05000000000001137,74,39228.0
2935.0,0.7600000000000477,73,39174.0
2940.0,0.7600000000000477,71,39520.0
2945.0,-3.980000000000018,75,39881.0
2950.0,-3.6899999999999977,78,40071.0
2955.0,-1.6899999999999977,74,40125.0
2960.0,-0.8700000000000045,73,40295.0
2965.0,-0.8700000000000045,73,40639.0
2970.0,-4.259999999999991,78,41018.0
2975.0,-3.7900000000000205,83,41424.0
2980.0,-4.060000000000002,86,41853.0
2985.0,-4.289999999999964,87,42284.0
2990.0,-4.310000000000002,82,39699.0
2995.0,52.96999999999997,72,34483.0
3000.0,49.410000000000025,66,29815.0
3005.0,19.779999999999973,63,30131.0
3010.0,-3.319999999999993,72,30472.0
3015.0,-3.740000000000009,78,30852.0
3020.0,-4.029999999999973,82,31259.0
3025.0,-4.180000000000007,84,31679.0
3030.0,-4.180000000000007,76,31638.0
3035.0,-1.1800000000000068,70,31651.0
3040.0,-0.060000000000002274,63,31908.0
3045.0,-3.759999999999991,67,32227.0
3050.0,-3.3600000000000136,70,32571.0
3055.0,-3.6200000000000045,78,32949.0
3060.0,-3.990000000000009,83,33357.0
3065.0,-4.139999999999986,83,33772.0
3070.0,-4.149999999999977,85,34191.0
3075.0,-4.149999999999977,75,34197.0
3080.0,-1.7600000000000477,68,34190.0
3085.0,0.07000000000005002,63,34511.0
3090.0,-4.510000000000048,68,34845.0
3095.0,-3.4599999999999795,75,35208.0
3100.0,-3.75,81,35602.0
3105.0,-4.019999999999982,84,36012.0
3110.0,-4.180000000000007,85,36437.0
3115.0,-4.25,85,36862.0
3120.0,-4.28000000000003,87,37296.0
3125.0,-4.349999999999966,87,37731.0
3130.0,-4.3700000000000045,89,38174.0
3135.0,-4.449999999999989,87,38353.0
3140.0,-0.8600000000000136,79,38517.0
3145.0,0.37999999999999545,73,38473.0
3150.0,0.37999999999999545,68,38806.0
3155.0,-4.740000000000009,74,39159.0
3160.0,-3.589999999999975,80,39545.0
3165.0,-3.920000000000016,85,39960.0
3170.0,-4.220000000000027,83,40173.0
3175.0,-1.6899999999999977,75,40184.0
3180.0,-0.20999999999997954,70,40312.0
3185.0,-0.20999999999997954,68,40629.0
3190.0,-3.920000000000016,74,40987.0
3195.0,-3.579999999999984,80,41376.0
3200.0,-3.8899999999999864,84,41792.0
3205.0,-4.160000000000025,86,42220.0
3210.0,-4.279999999999973,80,42441.0
3215.0,-1.9399999999999977,74,42481.0
3220.0,-0.6999999999999886,67,42677.0
3225.0,-4.660000000000025,71,43021.0
3230.0,-3.6499999999999773,77,43392.0
3235.0,-4.0,82,43797.0
3240.0,-4.1299999999999955,84,44212.0
3245.0,-4.1299999999999955,78,44394.0
3250.0,-2.580000000000041,72,44452.0
3255.0,-0.9900000000000091,68,44742.0
3260.0,-4.649999999999977,73,45094.0
3265.0,-3.7099999999999795,78,45477.0
3270.0,-3.9600000000000364,81,45879.0
3275.0,-4.060000000000002,83,46289.0
3280.0,-4.060000000000002,73,42478.0
3285.0,36.450000000000045,65,38722.0
3290.0,37.559999999999945,58,38015.0
3295.0,5.910000000000025,55,38299.0
3300.0,-2.7900000000000205,62,38591.0
3305.0,-3.069999999999993,69,38920.0
3310.0,-3.4499999999999886,76,39286.0
3315.0,-3.8000000000000114,80,39682.0
3320.0,-4.0,87,40094.0
3325.0,-4.279999999999973,88,40534.0
3330.0,-4.400000000000034,88,40974.0
3335.0,-4.42999999999995,90,41423.0
3340.0,-4.5,90,41873.0
3345.0,-4.510000000000048,92,42328.0
3350.0,-4.579999999999984,90,42505.0
3355.0,-0.8000000000000114,83,42675.0
3360.0,0.6000000000000227,78,42517.0
3365.0,0.6000000000000227,70,42866.0
3370.0,-4.069999999999993,75,43236.0
3375.0,-3.730000000000018,81,43630.0
3380.0,-4.009999999999991,88,44057.0
