step_time,reward,total_stopped,total_wait_time,total_emission
5.0,,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,0.0,4,7.0,7.0
20.0,-0.07,6,35.0,35.0
25.0,-0.39999999999999997,8,67.0,67.0
30.0,-0.36,6,74.0,74.0
35.0,0.19999999999999996,6,69.0,69.0
40.0,-0.33999999999999997,8,105.0,105.0
45.0,-0.33999999999999997,4,79.0,79.0
50.0,0.14,6,103.0,103.0
55.0,-0.27000000000000013,6,110.0,110.0
60.0,-0.07999999999999985,7,132.0,132.0
65.0,-0.3500000000000001,8,169.0,169.0
70.0,-0.3500000000000001,5,138.0,138.0
75.0,0.15000000000000013,9,169.0,169.0
80.0,-0.31000000000000005,4,171.0,171.0
85.0,0.08999999999999986,4,167.0,167.0
90.0,-0.20999999999999996,10,61.0,61.0
95.0,0.9600000000000001,8,93.0,93.0
100.0,-0.44000000000000006,12,141.0,141.0
105.0,-0.44000000000000006,6,111.0,111.0
110.0,0.28,8,123.0,123.0
115.0,-0.30000000000000004,5,105.0,105.0
120.0,0.6100000000000001,6,82.0,82.0
125.0,-0.33000000000000007,8,119.0,119.0
130.0,-0.33000000000000007,2,44.0,44.0
135.0,0.5900000000000001,4,32.0,32.0
140.0,0.12,0,11.0,11.0
145.0,0.32,0,0.0,0.0
150.0,-0.01,0,0.0,0.0
155.0,0.01,0,0.0,0.0
160.0,-0.1,6,16.0,16.0
165.0,-0.1,7,43.0,43.0
170.0,-0.4,10,84.0,84.0
175.0,-0.44999999999999996,7,105.0,105.0
180.0,-0.19999999999999996,9,131.0,131.0
185.0,-0.43000000000000016,9,176.0,176.0
190.0,-0.43000000000000016,7,100.0,100.0
195.0,0.5800000000000001,9,137.0,137.0
200.0,-0.3700000000000001,5,110.0,110.0
205.0,0.7100000000000001,3,40.0,40.0
210.0,0.32,3,15.0,15.0
215.0,0.21000000000000002,3,16.0,16.0
220.0,-0.16999999999999998,4,34.0,34.0
225.0,-0.16999999999999998,0,7.0,7.0
230.0,0.24,3,5.0,5.0
235.0,-0.03,4,23.0,23.0
240.0,-0.23,5,41.0,41.0
245.0,-0.3,8,78.0,78.0
250.0,-0.3,5,60.0,60.0
255.0,0.020000000000000018,6,90.0,90.0
260.0,-0.30000000000000004,2,78.0,78.0
265.0,0.25,2,71.0,71.0
270.0,-0.16999999999999993,6,94.0,94.0
275.0,-0.2600000000000001,6,114.0,114.0
280.0,-0.34999999999999987,8,151.0,151.0
285.0,-0.34999999999999987,6,154.0,154.0
290.0,-0.06000000000000005,6,173.0,173.0
295.0,-0.30000000000000004,6,78.0,78.0
300.0,0.8300000000000001,6,108.0,108.0
305.0,-0.3700000000000001,13,158.0,158.0
310.0,-0.3700000000000001,6,85.0,85.0
315.0,0.4800000000000001,8,76.0,76.0
320.0,0.08999999999999997,6,83.0,83.0
325.0,-0.08999999999999997,8,107.0,107.0
330.0,-0.38,6,91.0,91.0
335.0,0.65,6,64.0,64.0
340.0,-0.3400000000000001,8,100.0,100.0
345.0,-0.3400000000000001,2,58.0,58.0
350.0,0.5,3,27.0,27.0
355.0,0.12,1,10.0,10.0
360.0,0.25,1,7.0,7.0
365.0,-0.06,3,16.0,16.0
370.0,-0.06,0,0.0,0.0
375.0,0.11,6,11.0,11.0
380.0,-0.11,6,34.0,34.0
385.0,-0.35000000000000003,7,66.0,66.0
390.0,-0.35000000000000003,6,73.0,73.0
395.0,0.19000000000000006,4,66.0,66.0
400.0,-0.25,8,95.0,95.0
405.0,-0.25,4,78.0,78.0
