,state,Actions Rewards
192,"([(7.0, 16.0), (19.0, 22.0)], 2, [(7.0, 16.0), (19.0, 22.0)], 2)",[ 0.         -0.06216178 -0.01680788]
193,"([(5.0, 14.0), (19.0, 22.0)], 2, [(5.0, 14.0), (19.0, 22.0)], 2)",[-0.01502215  0.         -0.02276373]
194,"([(2.0, 11.0), (19.0, 22.0)], 3, [(2.0, 11.0), (19.0, 22.0)], 2)",[0. 0. 0.]
195,"([(19.0, 22.0), (3.0, 13.0)], 0, [(19.0, 22.0), (3.0, 13.0)], 1)",[-0.89537221 -0.85156235 -0.76426238]
196,"([(19.0, 22.0), (4.0, 13.0)], 1, [(19.0, 22.0), (4.0, 13.0)], 1)",[-0.03936807  0.          0.        ]
197,"([(19.0, 22.0), (5.0, 15.0)], 1, [(19.0, 22.0), (5.0, 15.0)], 1)",[-0.01840458 -0.02456247 -0.02361372]
198,"([(19.0, 22.0), (5.0, 15.0)], 0, [(19.0, 22.0), (5.0, 15.0)], 1)",[-1.30397613 -1.18446306 -1.21014538]
199,"([(19.0, 22.0), (0, -1.0)], 1, [(19.0, 22.0), (0, -1.0)], 2)",[3.2059301  0.43518856 4.42496745]
200,"([(19.0, 22.0), (6.0, 15.0)], 1, [(19.0, 22.0), (6.0, 15.0)], 1)",[ 0.          0.         -0.02099104]
201,"([(19.0, 22.0), (0, 0.0)], 1, [(19.0, 22.0), (0, 0.0)], 2)",[ 0.         -0.07129881 -0.06576596]
202,"([(19.0, 22.0), (7.0, 16.0)], 1, [(19.0, 22.0), (7.0, 16.0)], 1)",[-0.01920532 -0.03263082 -0.02329569]
203,"([(19.0, 22.0), (0, 1.0)], 1, [(19.0, 22.0), (0, 1.0)], 2)",[-0.04178068 -0.25593952 -0.06269809]
204,"([(19.0, 22.0), (8.0, 18.0)], 2, [(19.0, 22.0), (8.0, 18.0)], 1)",[-0.01741961  0.         -0.02279966]
205,"([(19.0, 22.0), (10.0, 20.0)], 2, [(19.0, 22.0), (10.0, 20.0)], 1)",[-0.03715583  0.          0.        ]
206,"([(19.0, 22.0), (0, 3.0)], 1, [(19.0, 22.0), (0, 3.0)], 2)",[-0.06561539 -0.08828822 -0.04085025]
207,"([(19.0, 22.0), (13.0, 22.0)], 2, [(19.0, 22.0), (13.0, 22.0)], 1)",[0. 0. 0.]
208,"([(19.0, 22.0), (0, 4.0)], 2, [(19.0, 22.0), (0, 4.0)], 2)",[-0.01741857 -0.01873823 -0.03907641]
209,"([(19.0, 22.0), (0, 6.0)], 2, [(19.0, 22.0), (0, 6.0)], 2)",[-0.02396894 -0.0590719  -0.03180372]
210,"([(19.0, 22.0), (0, 8.0)], 2, [(19.0, 22.0), (0, 8.0)], 2)",[-0.03715436 -0.05804893 -0.03006492]
211,"([(0, 0.0), (1.0, 4.0)], 0, [(0, 0.0), (1.0, 4.0)], 1)",[-0.06527901 -0.04611975 -0.02498664]
212,"([(19.0, 22.0), (0, 10.0)], 2, [(19.0, 22.0), (0, 10.0)], 2)",[-0.03315418 -0.02328644 -0.02224987]
213,"([(19.0, 22.0), (2.0, 12.0)], 2, [(19.0, 22.0), (2.0, 12.0)], 2)",[-0.01516573 -0.01864441 -0.01580648]
214,"([(0, 1.0), (1.0, 4.0)], 0, [(0, 1.0), (1.0, 4.0)], 1)",[-0.02333442 -0.02337824 -0.11297315]
215,"([(19.0, 22.0), (5.0, 14.0)], 3, [(19.0, 22.0), (5.0, 14.0)], 2)",[ 0.         -0.01338002  0.        ]
216,"([(19.0, 22.0), (8.0, 17.0)], 3, [(19.0, 22.0), (8.0, 17.0)], 2)",[ 0.         -0.01326194 -0.01159431]
217,"([(19.0, 22.0), (11.0, 21.0)], 4, [(19.0, 22.0), (11.0, 21.0)], 2)",[0. 0. 0.]
218,"([(19.0, 22.0), (0, 3.0)], 3, [(19.0, 22.0), (0, 3.0)], 2)",[-0.15984107 -0.13060548 -0.13685121]
219,"([(19.0, 22.0), (0, 7.0)], 4, [(19.0, 22.0), (0, 7.0)], 2)",[-0.17449051 -0.08478201 -0.19740834]
220,"([(19.0, 22.0), (1.0, 11.0)], 4, [(19.0, 22.0), (1.0, 11.0)], 2)",[-0.07996564 -0.0419203  -0.07593302]
221,"([(19.0, 22.0), (6.0, 15.0)], 4, [(19.0, 22.0), (6.0, 15.0)], 2)",[-0.15947496 -0.09229262 -0.10686162]
222,"([(0, 2.0), (1.0, 4.0)], 0, [(0, 2.0), (1.0, 4.0)], 1)",[-0.02249031 -0.02331472 -0.02495562]
223,"([(0, 3.0), (1.0, 4.0)], 1, [(0, 3.0), (1.0, 4.0)], 1)",[ 0.         0.        -0.0213876]
224,"([(0, 4.0), (1.0, 4.0)], 1, [(0, 4.0), (1.0, 4.0)], 1)",[-0.02019363  0.         -0.02015739]
225,"([(1.0, 4.0), (23.0, 24)], 1, [(1.0, 4.0), (23.0, 24)], 1)",[-0.02222206 -0.02494815 -0.04333746]
226,"([(0, 5.0), (1.0, 4.0)], 1, [(0, 5.0), (1.0, 4.0)], 1)",[ 0.         -0.04789483  0.        ]
227,"([(19.0, 22.0), (0, 6.0)], 3, [(19.0, 22.0), (0, 6.0)], 2)",[-0.07821029 -0.06553382 -0.04630726]
228,"([(0, 5.0), (1.0, 4.0)], 0, [(0, 5.0), (1.0, 4.0)], 1)",[-0.02277405 -0.02292981  0.        ]
229,"([(1.0, 4.0), (22.0, 24)], 0, [(1.0, 4.0), (22.0, 24)], 1)",[-0.02518527 -0.04646571  0.        ]
230,"([(19.0, 22.0), (0, 9.0)], 3, [(19.0, 22.0), (0, 9.0)], 2)",[-0.03246805  0.         -0.04470405]
231,"([(0, 6.0), (1.0, 4.0)], 1, [(0, 6.0), (1.0, 4.0)], 1)",[ 0.         -0.04836956  0.        ]
232,"([(0, 6.0), (1.0, 4.0)], 0, [(0, 6.0), (1.0, 4.0)], 1)",[-0.06805626 -0.04591883 -0.04964161]
233,"([(19.0, 22.0), (8.0, 17.0)], 4, [(19.0, 22.0), (8.0, 17.0)], 2)",[-0.07739085 -0.09212169 -0.04221619]
234,"([(1.0, 4.0), (20.0, 24)], 1, [(1.0, 4.0), (20.0, 24)], 1)",[ 0.         -0.04834315  0.        ]
235,"([(19.0, 22.0), (13.0, 22.0)], 4, [(19.0, 22.0), (13.0, 22.0)], 2)",[0. 0. 0.]
236,"([(1.0, 4.0), (20.0, 24)], 0, [(1.0, 4.0), (20.0, 24)], 1)",[-0.0246616  -0.04752886 -0.04874192]
237,"([(0, 7.0), (1.0, 4.0)], 1, [(0, 7.0), (1.0, 4.0)], 1)",[-0.02158106  0.          0.        ]
238,"([(1.0, 4.0), (19.0, 24)], 0, [(1.0, 4.0), (19.0, 24)], 1)",[-0.24550321 -0.20758465 -0.22041345]
239,"([(19.0, 22.0), (0, 3.0)], 4, [(19.0, 22.0), (0, 3.0)], 2)",[2.70433096 2.90119466 1.00155338]
240,"([(0, 8.0), (1.0, 4.0)], 1, [(0, 8.0), (1.0, 4.0)], 1)",[-0.02040519 -0.04826413  0.        ]
241,"([(0, 8.0), (1.0, 4.0)], 0, [(0, 8.0), (1.0, 4.0)], 1)",[-0.06861162 -0.16023571 -0.1412529 ]
242,"([(19.0, 22.0), (3.0, 12.0)], 4, [(19.0, 22.0), (3.0, 12.0)], 2)",[-0.06593085 -0.09427022 -0.08534437]
243,"([(19.0, 22.0), (7.0, 17.0)], 4, [(19.0, 22.0), (7.0, 17.0)], 2)",[-0.02896663 -0.04953308 -0.01580104]
244,"([(0, 9.0), (1.0, 4.0)], 0, [(0, 9.0), (1.0, 4.0)], 1)",[-0.0645328   0.         -0.02496203]
245,"([(0, 10.0), (1.0, 4.0)], 1, [(0, 10.0), (1.0, 4.0)], 1)",[-0.01964253  0.          0.        ]
246,"([(2.0, 11.0), (1.0, 4.0)], 1, [(2.0, 11.0), (1.0, 4.0)], 1)",[-0.01785682  0.          0.        ]
247,"([(4.0, 13.0), (1.0, 4.0)], 2, [(4.0, 13.0), (1.0, 4.0)], 1)",[ 0.          0.         -0.01607111]
248,"([(6.0, 15.0), (1.0, 4.0)], 2, [(6.0, 15.0), (1.0, 4.0)], 1)",[ 0.         -0.01850646  0.        ]
249,"([(8.0, 17.0), (1.0, 4.0)], 2, [(8.0, 17.0), (1.0, 4.0)], 1)",[ 0.          0.         -0.01672075]
250,"([(22.0, 24), (19.0, 22.0)], 2, [(22.0, 24), (19.0, 22.0)], 1)",[-0.05967667  1.25972908 -0.06275157]
251,"([(10.0, 19.0), (1.0, 4.0)], 2, [(10.0, 19.0), (1.0, 4.0)], 1)",[ 0.         -0.01853125 -0.01493504]
252,"([(20.0, 24), (19.0, 22.0)], 2, [(20.0, 24), (19.0, 22.0)], 1)",[-0.04156769 -0.01873485 -0.07878402]
253,"([(0, 1.0), (1.0, 4.0)], 2, [(0, 1.0), (1.0, 4.0)], 2)",[1.44723392 0.         1.44479849]
254,"([(12.0, 22.0), (1.0, 4.0)], 3, [(12.0, 22.0), (1.0, 4.0)], 1)",[0. 0. 0.]
255,"([(18.0, 24), (19.0, 22.0)], 2, [(18.0, 24), (19.0, 22.0)], 1)",[-0.04131137 -0.05399245 -0.04456139]
256,"([(0, 3.0), (1.0, 4.0)], 2, [(0, 3.0), (1.0, 4.0)], 2)",[ 0.          0.         -0.05828324]
257,"([(0, 5.0), (1.0, 4.0)], 3, [(0, 5.0), (1.0, 4.0)], 2)",[-0.02640948  0.          0.        ]
258,"([(15.0, 24), (19.0, 22.0)], 2, [(15.0, 24), (19.0, 22.0)], 1)",[-0.05620059 -0.01874474 -0.05727821]
259,"([(0, 8.0), (1.0, 4.0)], 3, [(0, 8.0), (1.0, 4.0)], 2)",[-0.02176935  0.         -0.03395162]
260,"([(13.0, 23.0), (19.0, 22.0)], 2, [(13.0, 23.0), (19.0, 22.0)], 1)",[-0.02379221 -0.01873958 -0.01874474]
261,"([(2.0, 11.0), (1.0, 4.0)], 3, [(2.0, 11.0), (1.0, 4.0)], 2)",[-0.01143458 -0.02154974  0.        ]
262,"([(1.0, 4.0), (18.0, 24)], 0, [(1.0, 4.0), (18.0, 24)], 1)",[-0.02142238  0.          0.        ]
263,"([(6.0, 15.0), (1.0, 4.0)], 4, [(6.0, 15.0), (1.0, 4.0)], 2)",[-0.12175164 -0.12544355 -0.16835927]
264,"([(1.0, 4.0), (17.0, 24)], 1, [(1.0, 4.0), (17.0, 24)], 1)",[-0.02142238 -0.02467476  0.        ]
265,"([(9.0, 19.0), (1.0, 4.0)], 4, [(9.0, 19.0), (1.0, 4.0)], 2)",[ 0.         -0.02078552  0.        ]
266,"([(1.0, 4.0), (16.0, 24)], 0, [(1.0, 4.0), (16.0, 24)], 1)",[-0.0232116  -0.02223935 -0.04871922]
267,"([(0, -1.0), (1.0, 4.0)], 3, [(0, -1.0), (1.0, 4.0)], 2)",[8.97906012 5.03963126 8.96069624]
268,"([(0, 2.0), (1.0, 4.0)], 3, [(0, 2.0), (1.0, 4.0)], 2)",[-0.01078125 -0.02427358 -0.04267977]
269,"([(0, 6.0), (1.0, 4.0)], 4, [(0, 6.0), (1.0, 4.0)], 2)",[-0.11690247 -0.05643817 -0.08133986]
270,"([(1.0, 10.0), (1.0, 4.0)], 4, [(1.0, 10.0), (1.0, 4.0)], 2)",[-0.15372854 -0.14782978 -0.15181306]
271,"([(1.0, 4.0), (15.0, 24)], 1, [(1.0, 4.0), (15.0, 24)], 1)",[ 0.         -0.02474903  0.        ]
272,"([(5.0, 15.0), (1.0, 4.0)], 4, [(5.0, 15.0), (1.0, 4.0)], 2)",[-0.08378246 -0.0547496  -0.11265742]
273,"([(1.0, 4.0), (15.0, 24)], 0, [(1.0, 4.0), (15.0, 24)], 1)",[-0.1679736  -0.13523684 -0.14648532]
274,"([(10.0, 20.0), (1.0, 4.0)], 4, [(10.0, 20.0), (1.0, 4.0)], 2)",[0. 0. 0.]
275,"([(1.0, 4.0), (14.0, 24)], 0, [(1.0, 4.0), (14.0, 24)], 1)",[-0.02355243  0.          0.        ]
276,"([(1.0, 4.0), (14.0, 23.0)], 0, [(1.0, 4.0), (14.0, 23.0)], 1)",[ 0.         -0.02280409  0.        ]
277,"([(1.0, 4.0), (13.0, 23.0)], 1, [(1.0, 4.0), (13.0, 23.0)], 1)",[ 0.          0.         -0.02280409]
278,"([(3.0, 12.0), (1.0, 4.0)], 3, [(3.0, 12.0), (1.0, 4.0)], 1)",[ 0.         -0.01255564 -0.02105169]
279,"([(1.0, 4.0), (13.0, 22.0)], 1, [(1.0, 4.0), (13.0, 22.0)], 1)",[-0.02280409  0.          0.        ]
280,"([(6.0, 15.0), (1.0, 4.0)], 3, [(6.0, 15.0), (1.0, 4.0)], 1)",[ 0.         -0.01250506  0.        ]
281,"([(1.0, 4.0), (12.0, 22.0)], 1, [(1.0, 4.0), (12.0, 22.0)], 1)",[ 0.         -0.02480037  0.        ]
282,"([(9.0, 19.0), (1.0, 4.0)], 3, [(9.0, 19.0), (1.0, 4.0)], 1)",[ 0.          0.         -0.01071934]
283,"([(1.0, 4.0), (12.0, 22.0)], 0, [(1.0, 4.0), (12.0, 22.0)], 1)",[-0.02427773 -0.02462704  0.        ]
284,"([(13.0, 22.0), (1.0, 4.0)], 4, [(13.0, 22.0), (1.0, 4.0)], 1)",[0. 0. 0.]
285,"([(0, 0.0), (1.0, 4.0)], 3, [(0, 0.0), (1.0, 4.0)], 2)",[ 9.36827503 10.54206629  9.50209595]
286,"([(0, 4.0), (1.0, 4.0)], 4, [(0, 4.0), (1.0, 4.0)], 2)",[-0.1920834  -0.26835127  0.13020253]
287,"([(1.0, 4.0), (12.0, 21.0)], 0, [(1.0, 4.0), (12.0, 21.0)], 1)",[-0.02264836 -0.0239405   0.        ]
288,"([(0, 8.0), (1.0, 4.0)], 4, [(0, 8.0), (1.0, 4.0)], 2)",[-0.20162777 -0.23533797 -0.25232893]
289,"([(3.0, 12.0), (1.0, 4.0)], 4, [(3.0, 12.0), (1.0, 4.0)], 2)",[-0.06888963 -0.08808825 -0.10398769]
290,"([(1.0, 4.0), (11.0, 20.0)], 1, [(1.0, 4.0), (11.0, 20.0)], 1)",[-0.22410279 -0.05999579  0.        ]
291,"([(8.0, 17.0), (1.0, 4.0)], 4, [(8.0, 17.0), (1.0, 4.0)], 2)",[-0.0761596  -0.07170761 -0.07955342]
292,"([(1.0, 4.0), (11.0, 20.0)], 0, [(1.0, 4.0), (11.0, 20.0)], 1)",[  -4.4801319    -4.4556249  -104.46795715]
293,"([(13.0, 22.0), (1.0, 4.0)], 4, [(13.0, 22.0), (1.0, 4.0)], 2)",[0. 0. 0.]
294,"([(0, 3.0), (1.0, 4.0)], 4, [(0, 3.0), (1.0, 4.0)], 2)",[1.54041473 2.32656983 0.15951173]
295,"([(0, 7.0), (1.0, 4.0)], 4, [(0, 7.0), (1.0, 4.0)], 2)",[-0.17746312 -0.11624736 -0.15756025]
296,"([(2.0, 12.0), (1.0, 4.0)], 4, [(2.0, 12.0), (1.0, 4.0)], 2)",[-0.10133246 -0.05545226 -0.04401785]
297,"([(0, -1.0), (1.0, 4.0)], 4, [(0, -1.0), (1.0, 4.0)], 2)",[ 5.66290877  1.44482649 10.80564693]
298,"([(0, 9.0), (1.0, 4.0)], 4, [(0, 9.0), (1.0, 4.0)], 2)",[-0.22295577 -0.19712928 -0.1954523 ]
299,"([(4.0, 14.0), (1.0, 4.0)], 4, [(4.0, 14.0), (1.0, 4.0)], 2)",[-0.05377984 -0.06787908 -0.04881078]
300,"([(10.0, 19.0), (1.0, 4.0)], 4, [(10.0, 19.0), (1.0, 4.0)], 2)",[0. 0. 0.]
301,"([(0, 0.0), (1.0, 4.0)], 4, [(0, 0.0), (1.0, 4.0)], 2)",[11.3383667  10.7279111  10.85030495]
302,"([(0, 5.0), (1.0, 4.0)], 4, [(0, 5.0), (1.0, 4.0)], 2)",[-0.25736895 -0.21846868 -0.25400668]
303,"([(0, 10.0), (1.0, 4.0)], 4, [(0, 10.0), (1.0, 4.0)], 2)",[-0.05904569 -0.19326605 -0.1530611 ]
304,"([(5.0, 14.0), (1.0, 4.0)], 4, [(5.0, 14.0), (1.0, 4.0)], 2)",[-0.18122472 -0.13262943 -0.14340028]
305,"([(0, 3.0), (1.0, 4.0)], 3, [(0, 3.0), (1.0, 4.0)], 2)",[-0.13977148 -0.11068743 -0.11197881]
306,"([(0, 6.0), (1.0, 4.0)], 3, [(0, 6.0), (1.0, 4.0)], 2)",[-0.07358193 -0.05324934 -0.03386517]
307,"([(13.0, 23.0), (1.0, 4.0)], 4, [(13.0, 23.0), (1.0, 4.0)], 2)",[0. 0. 0.]
308,"([(0, 1.0), (1.0, 4.0)], 4, [(0, 1.0), (1.0, 4.0)], 2)",[ 7.6493406   6.92335524 10.29210163]
309,"([(1.0, 11.0), (1.0, 4.0)], 4, [(1.0, 11.0), (1.0, 4.0)], 2)",[-0.05215329 -0.07175532 -0.04887416]
310,"([(7.0, 16.0), (1.0, 4.0)], 4, [(7.0, 16.0), (1.0, 4.0)], 2)",[-0.08560382 -0.0496979  -0.0267019 ]
311,"([(1.0, 4.0), (10.0, 20.0)], 0, [(1.0, 4.0), (10.0, 20.0)], 1)",[-0.99745407 -0.99859306 -1.08675285]
312,"([(11.0, 20.0), (1.0, 4.0)], 4, [(11.0, 20.0), (1.0, 4.0)], 2)",[0. 0. 0.]
313,"([(1.0, 4.0), (10.0, 19.0)], 0, [(1.0, 4.0), (10.0, 19.0)], 1)",[-1.65558526 -1.53025089 -1.65889546]
314,"([(1.0, 4.0), (24.0, 24)], 0, [(1.0, 4.0), (24.0, 24)], 2)",[1.90594714 1.75068391 2.24803879]
315,"([(4.0, 13.0), (1.0, 4.0)], 4, [(4.0, 13.0), (1.0, 4.0)], 2)",[-0.13029559 -0.13105884 -0.15948142]
316,"([(9.0, 18.0), (1.0, 4.0)], 4, [(9.0, 18.0), (1.0, 4.0)], 2)",[-0.02049005 -0.0077824   0.        ]
317,"([(11.0, 21.0), (1.0, 4.0)], 4, [(11.0, 21.0), (1.0, 4.0)], 2)",[0. 0. 0.]
318,"([(3.0, 13.0), (1.0, 4.0)], 4, [(3.0, 13.0), (1.0, 4.0)], 2)",[-0.06521302 -0.05591676 -0.08612064]
319,"([(8.0, 18.0), (1.0, 4.0)], 4, [(8.0, 18.0), (1.0, 4.0)], 2)",[ 0.         -0.03128038  0.        ]
320,"([(6.0, 16.0), (1.0, 4.0)], 4, [(6.0, 16.0), (1.0, 4.0)], 2)",[-0.09714407 -0.06821404 -0.08924281]
321,"([(1.0, 4.0), (9.0, 19.0)], 0, [(1.0, 4.0), (9.0, 19.0)], 1)",[-1.40724767 -1.5150323  -1.40435954]
322,"([(12.0, 21.0), (1.0, 4.0)], 4, [(12.0, 21.0), (1.0, 4.0)], 2)",[0. 0. 0.]
323,"([(1.0, 4.0), (23.0, 24)], 0, [(1.0, 4.0), (23.0, 24)], 2)",[-2.22966256 -2.29147588 -2.27564247]
324,"([(12.0, 22.0), (1.0, 4.0)], 4, [(12.0, 22.0), (1.0, 4.0)], 2)",[0. 0. 0.]
325,"([(1.0, 4.0), (9.0, 18.0)], 0, [(1.0, 4.0), (9.0, 18.0)], 1)",[-0.91477865 -1.01544849 -1.00681263]
326,"([(1.0, 4.0), (8.0, 18.0)], 0, [(1.0, 4.0), (8.0, 18.0)], 1)",[-1.05235813 -1.17015775 -1.08468375]
327,"([(1.0, 4.0), (7.0, 17.0)], 1, [(1.0, 4.0), (7.0, 17.0)], 1)",[-0.01964907 -0.05817066  0.        ]
328,"([(1.0, 4.0), (6.0, 15.0)], 1, [(1.0, 4.0), (6.0, 15.0)], 1)",[-0.04057407 -0.02931611 -0.0212779 ]
329,"([(1.0, 4.0), (22.0, 24)], 1, [(1.0, 4.0), (22.0, 24)], 2)",[-0.06350048 -0.09711662 -0.17264111]
330,"([(1.0, 4.0), (4.0, 13.0)], 2, [(1.0, 4.0), (4.0, 13.0)], 1)",[ 0.         -0.02325938 -0.03805687]
331,"([(1.0, 4.0), (22.0, 24)], 0, [(1.0, 4.0), (22.0, 24)], 2)",[-1.40597078 -1.51666034 -1.44229081]
332,"([(1.0, 4.0), (2.0, 11.0)], 2, [(1.0, 4.0), (2.0, 11.0)], 1)",[ 0.         -0.02326348  0.        ]
333,"([(1.0, 4.0), (21.0, 24)], 1, [(1.0, 4.0), (21.0, 24)], 2)",[-0.07906433 -0.07723801  0.        ]
334,"([(1.0, 4.0), (21.0, 24)], 0, [(1.0, 4.0), (21.0, 24)], 2)",[-1.11032481 -1.25865632 -1.25980846]
335,"([(1.0, 4.0), (20.0, 24)], 0, [(1.0, 4.0), (20.0, 24)], 2)",[-0.72818922 -0.75226719 -0.82252425]
336,"([(1.0, 4.0), (19.0, 24)], 0, [(1.0, 4.0), (19.0, 24)], 2)",[-0.17682887 -0.13473693 -0.23086629]
337,"([(1.0, 4.0), (19.0, 24)], 1, [(1.0, 4.0), (19.0, 24)], 2)",[-0.06149548 -0.05218141 -0.08235566]
338,"([(1.0, 4.0), (18.0, 24)], 1, [(1.0, 4.0), (18.0, 24)], 2)",[-0.0406459  -0.09848349 -0.06006317]
339,"([(0, 8.0), (1.0, 4.0)], 2, [(0, 8.0), (1.0, 4.0)], 1)",[-0.07884766 -0.0234      0.        ]
340,"([(1.0, 4.0), (17.0, 24)], 1, [(1.0, 4.0), (17.0, 24)], 2)",[-0.06287146 -0.04830285 -0.04416267]
341,"([(0, 10.0), (1.0, 4.0)], 2, [(0, 10.0), (1.0, 4.0)], 1)",[-0.0167894 -0.0234     0.       ]
342,"([(1.0, 4.0), (16.0, 24)], 1, [(1.0, 4.0), (16.0, 24)], 2)",[-0.04496042 -0.09478071 -0.04583172]
343,"([(1.0, 4.0), (15.0, 24)], 0, [(1.0, 4.0), (15.0, 24)], 2)",[-0.07339781 -0.08719514 -0.07234758]
344,"([(1.0, 4.0), (14.0, 23.0)], 1, [(1.0, 4.0), (14.0, 23.0)], 2)",[-0.0440676  0.        -0.0209024]
345,"([(1.0, 4.0), (13.0, 23.0)], 1, [(1.0, 4.0), (13.0, 23.0)], 2)",[-0.0219947   0.         -0.02116519]
346,"([(1.0, 4.0), (13.0, 22.0)], 1, [(1.0, 4.0), (13.0, 22.0)], 2)",[-0.03858955 -0.0249119  -0.0209024 ]
347,"([(1.0, 4.0), (12.0, 21.0)], 1, [(1.0, 4.0), (12.0, 21.0)], 2)",[-0.02391984 -0.05142451  0.        ]
348,"([(1.0, 4.0), (12.0, 21.0)], 0, [(1.0, 4.0), (12.0, 21.0)], 2)",[ -0.25463004 -77.54380894  -0.19538054]
349,"([(17.0, 24), (19.0, 22.0)], 4, [(17.0, 24), (19.0, 22.0)], 1)",[-3.48049431e-05 -3.95122449e-02 -1.91445606e-02]
350,"([(10.0, 19.0), (19.0, 22.0)], 4, [(10.0, 19.0), (19.0, 22.0)], 1)",[-0.0089025  -0.01599238  0.        ]
351,"([(19.0, 22.0), (5.0, 14.0)], 4, [(19.0, 22.0), (5.0, 14.0)], 1)",[-0.00540002  0.          0.        ]
352,"([(4.0, 13.0), (19.0, 22.0)], 4, [(4.0, 13.0), (19.0, 22.0)], 1)",[0. 0. 0.]
353,"([(5.0, 14.0), (1.0, 4.0)], 2, [(5.0, 14.0), (1.0, 4.0)], 1)",[ 0.          0.         -0.01433221]
354,"([(8.0, 17.0), (1.0, 4.0)], 3, [(8.0, 17.0), (1.0, 4.0)], 1)",[ 0.         -0.01266656  0.        ]
355,"([(11.0, 20.0), (1.0, 4.0)], 3, [(11.0, 20.0), (1.0, 4.0)], 1)",[0. 0. 0.]
356,"([(19.0, 22.0), (0, -1.0)], 4, [(19.0, 22.0), (0, -1.0)], 1)",[0.         1.49828953 0.        ]
357,"([(1.0, 4.0), (14.0, 24)], 2, [(1.0, 4.0), (14.0, 24)], 1)",[-0.01696431 -0.04539536 -0.02227181]
358,"([(1.0, 4.0), (12.0, 21.0)], 2, [(1.0, 4.0), (12.0, 21.0)], 1)",[ 0.         -0.05318206  0.        ]
359,"([(19.0, 22.0), (7.0, 16.0)], 4, [(19.0, 22.0), (7.0, 16.0)], 1)",[-0.00822517 -0.04514884  0.        ]
360,"([(1.0, 4.0), (10.0, 20.0)], 2, [(1.0, 4.0), (10.0, 20.0)], 1)",[-0.03822709 -0.01874999 -0.01680195]
361,"([(19.0, 22.0), (12.0, 21.0)], 4, [(19.0, 22.0), (12.0, 21.0)], 1)",[0. 0. 0.]
362,"([(1.0, 4.0), (8.0, 18.0)], 2, [(1.0, 4.0), (8.0, 18.0)], 1)",[ 0.         -0.01857277 -0.01501624]
363,"([(1.0, 4.0), (6.0, 15.0)], 3, [(1.0, 4.0), (6.0, 15.0)], 1)",[-0.01071462 -0.01323052  0.        ]
364,"([(1.0, 4.0), (2.0, 12.0)], 3, [(1.0, 4.0), (2.0, 12.0)], 1)",[0. 0. 0.]
365,"([(14.0, 24), (19.0, 22.0)], 3, [(14.0, 24), (19.0, 22.0)], 1)",[ 0.         -0.01313542  0.        ]
366,"([(11.0, 21.0), (19.0, 22.0)], 3, [(11.0, 21.0), (19.0, 22.0)], 1)",[-0.23689798 -0.01255763  0.        ]
367,"([(8.0, 17.0), (19.0, 22.0)], 3, [(8.0, 17.0), (19.0, 22.0)], 1)",[-0.0107719  0.         0.       ]
368,"([(4.0, 14.0), (19.0, 22.0)], 4, [(4.0, 14.0), (19.0, 22.0)], 1)",[0. 0. 0.]
369,"([(0, 6.0), (1.0, 4.0)], 3, [(0, 6.0), (1.0, 4.0)], 1)",[-0.04293282 -0.03492626 -0.04553353]
370,"([(11.0, 21.0), (1.0, 4.0)], 4, [(11.0, 21.0), (1.0, 4.0)], 1)",[0. 0. 0.]
371,"([(1.0, 4.0), (16.0, 24)], 3, [(1.0, 4.0), (16.0, 24)], 1)",[-0.08641305 -0.05462534 -0.01328858]
372,"([(19.0, 22.0), (0, -1.0)], 2, [(19.0, 22.0), (0, -1.0)], 1)",[0.         3.80903349 0.5118242 ]
373,"([(1.0, 4.0), (13.0, 23.0)], 3, [(1.0, 4.0), (13.0, 23.0)], 1)",[ 0.         -0.01257169  0.        ]
374,"([(1.0, 4.0), (10.0, 19.0)], 3, [(1.0, 4.0), (10.0, 19.0)], 1)",[ 0.         -0.01250652  0.        ]
375,"([(19.0, 22.0), (0, 3.0)], 2, [(19.0, 22.0), (0, 3.0)], 1)",[-0.05940395 -0.09590765 -0.06459128]
376,"([(1.0, 4.0), (7.0, 16.0)], 3, [(1.0, 4.0), (7.0, 16.0)], 1)",[ 0.         0.        -0.0107208]
377,"([(19.0, 22.0), (3.0, 12.0)], 4, [(19.0, 22.0), (3.0, 12.0)], 1)",[-0.02601617 -0.00975462  0.        ]
378,"([(1.0, 4.0), (24.0, 24)], 2, [(1.0, 4.0), (24.0, 24)], 2)",[1.87347521 1.81691677 0.39603591]
379,"([(1.0, 4.0), (23.0, 24)], 2, [(1.0, 4.0), (23.0, 24)], 2)",[1.47131607 1.4901231  3.15241537]
380,"([(19.0, 22.0), (11.0, 21.0)], 4, [(19.0, 22.0), (11.0, 21.0)], 1)",[0. 0. 0.]
381,"([(1.0, 4.0), (21.0, 24)], 2, [(1.0, 4.0), (21.0, 24)], 2)",[-0.03148929 -0.03729844  0.        ]
382,"([(1.0, 4.0), (19.0, 24)], 2, [(1.0, 4.0), (19.0, 24)], 2)",[-0.01647206 -0.03638471 -0.01896326]
383,"([(1.0, 4.0), (18.0, 24)], 2, [(1.0, 4.0), (18.0, 24)], 2)",[-0.02291601 -0.01896326 -0.02290344]
384,"([(1.0, 4.0), (16.0, 24)], 2, [(1.0, 4.0), (16.0, 24)], 2)",[-0.04085034 -0.03652285 -0.02261281]
